,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha[645801],0.012,0.131,-0.242,0.252,0.001,0.002,18896.0,5397.0,1.0
alpha[663609],0.009,0.131,-0.232,0.266,0.001,0.002,19303.0,5051.0,1.0
alpha[592669],0.014,0.134,-0.239,0.264,0.001,0.002,19461.0,5615.0,1.0
alpha[681807],-0.048,0.125,-0.289,0.182,0.001,0.002,17514.0,5378.0,1.0
alpha[669200],0.01,0.128,-0.224,0.259,0.001,0.002,24417.0,5617.0,1.0
alpha[681962],0.013,0.127,-0.218,0.264,0.001,0.002,20269.0,5041.0,1.0
alpha[680700],-0.01,0.129,-0.245,0.243,0.001,0.002,16303.0,5213.0,1.0
alpha[518792],0.003,0.131,-0.252,0.242,0.001,0.002,21035.0,5001.0,1.0
alpha[670869],-0.017,0.13,-0.274,0.221,0.001,0.002,20903.0,5128.0,1.0
alpha[680716],0.001,0.127,-0.242,0.236,0.001,0.002,21092.0,5587.0,1.0
alpha[682848],0.001,0.129,-0.256,0.234,0.001,0.002,22145.0,5460.0,1.0
alpha[642136],0.008,0.13,-0.234,0.252,0.001,0.002,20363.0,5450.0,1.0
alpha[677347],0.014,0.127,-0.227,0.251,0.001,0.002,16953.0,5042.0,1.0
alpha[623993],0.002,0.136,-0.249,0.267,0.001,0.002,12505.0,5187.0,1.0
alpha[518735],-0.007,0.134,-0.262,0.242,0.001,0.002,20643.0,5515.0,1.0
alpha[592178],0.001,0.13,-0.245,0.246,0.001,0.002,20524.0,6184.0,1.0
alpha[663886],-0.034,0.132,-0.267,0.225,0.001,0.002,17723.0,5475.0,1.0
alpha[687462],-0.037,0.122,-0.268,0.194,0.001,0.002,16059.0,4983.0,1.0
alpha[696100],-0.004,0.128,-0.256,0.227,0.001,0.002,20449.0,5444.0,1.0
alpha[671083],0.011,0.131,-0.237,0.258,0.001,0.002,19665.0,4972.0,1.0
alpha[501303],-0.0,0.13,-0.245,0.25,0.001,0.002,18898.0,5525.0,1.0
alpha[666158],-0.022,0.12,-0.249,0.205,0.001,0.002,20594.0,5706.0,1.0
alpha[672012],-0.003,0.13,-0.256,0.237,0.001,0.002,17343.0,5128.0,1.0
alpha[578428],0.019,0.12,-0.205,0.249,0.001,0.002,18451.0,6072.0,1.0
alpha[656555],-0.019,0.117,-0.247,0.194,0.001,0.002,17747.0,6085.0,1.0
alpha[702358],-0.087,0.119,-0.319,0.128,0.001,0.002,17571.0,5117.0,1.0
alpha[680474],-0.053,0.111,-0.26,0.158,0.001,0.001,14694.0,5850.0,1.0
alpha[672640],0.017,0.122,-0.202,0.251,0.001,0.002,18844.0,6055.0,1.0
alpha[665862],-0.028,0.12,-0.257,0.196,0.001,0.002,18438.0,5289.0,1.0
alpha[687231],-0.031,0.118,-0.253,0.193,0.001,0.002,16890.0,5324.0,1.0
alpha[805779],-0.005,0.127,-0.244,0.236,0.001,0.002,17158.0,5341.0,1.0
alpha[690993],-0.052,0.117,-0.268,0.171,0.001,0.002,18321.0,5942.0,1.0
alpha[683083],0.009,0.119,-0.224,0.23,0.001,0.002,18049.0,5740.0,1.0
alpha[681393],-0.05,0.126,-0.289,0.187,0.001,0.002,17332.0,5654.0,1.0
alpha[673995],0.019,0.129,-0.231,0.25,0.001,0.002,20681.0,5583.0,1.0
alpha[682177],0.043,0.124,-0.192,0.283,0.001,0.002,20396.0,5393.0,1.0
alpha[694376],-0.031,0.132,-0.275,0.221,0.001,0.002,13578.0,5255.0,1.0
alpha[686797],0.035,0.122,-0.198,0.261,0.001,0.002,15467.0,5510.0,1.0
alpha[702616],-0.024,0.121,-0.254,0.202,0.001,0.002,16935.0,5408.0,1.0
alpha[694377],-0.01,0.128,-0.245,0.241,0.001,0.002,17478.0,5352.0,1.0
alpha[686554],-0.002,0.125,-0.25,0.226,0.001,0.002,17178.0,4689.0,1.0
alpha[695238],0.015,0.129,-0.237,0.251,0.001,0.002,19970.0,5655.0,1.0
alpha[676572],-0.005,0.127,-0.237,0.244,0.001,0.002,17279.0,5154.0,1.0
alpha[686765],0.004,0.125,-0.238,0.234,0.001,0.002,18913.0,5281.0,1.0
alpha[623520],0.007,0.125,-0.235,0.236,0.001,0.002,17257.0,6173.0,1.0
alpha[677870],0.072,0.125,-0.154,0.31,0.001,0.002,16546.0,5157.0,1.0
alpha[665782],-0.003,0.13,-0.251,0.245,0.001,0.002,18212.0,5498.0,1.0
alpha[665953],0.003,0.13,-0.24,0.246,0.001,0.002,22425.0,5779.0,1.0
alpha[657061],-0.003,0.13,-0.241,0.252,0.001,0.002,17191.0,5228.0,1.0
alpha[691182],0.0,0.131,-0.248,0.243,0.001,0.002,18200.0,5559.0,1.0
alpha[641779],0.001,0.13,-0.258,0.234,0.001,0.002,18010.0,5415.0,1.0
alpha[680718],0.042,0.124,-0.184,0.283,0.001,0.002,17745.0,5369.0,1.0
alpha[700242],0.031,0.121,-0.205,0.247,0.001,0.002,17755.0,5554.0,1.0
alpha[592348],-0.037,0.13,-0.277,0.21,0.001,0.002,17475.0,5454.0,1.0
alpha[701305],-0.01,0.127,-0.246,0.235,0.001,0.002,20286.0,5943.0,1.0
alpha[669699],0.002,0.124,-0.232,0.23,0.001,0.002,17309.0,4997.0,1.0
alpha[677942],0.005,0.122,-0.227,0.229,0.001,0.002,17913.0,5557.0,1.0
alpha[593934],0.019,0.127,-0.215,0.263,0.001,0.002,18140.0,5633.0,1.0
alpha[690291],-0.029,0.123,-0.262,0.196,0.001,0.002,19698.0,6031.0,1.0
alpha[695391],-0.027,0.122,-0.249,0.214,0.001,0.002,18883.0,5807.0,1.0
alpha[682868],0.029,0.126,-0.203,0.272,0.001,0.002,20532.0,4837.0,1.0
alpha[641432],-0.017,0.131,-0.265,0.231,0.001,0.002,17851.0,5274.0,1.0
alpha[681460],0.003,0.128,-0.236,0.251,0.001,0.002,14572.0,5139.0,1.0
alpha[660766],0.033,0.123,-0.193,0.264,0.001,0.002,18130.0,5079.0,1.0
alpha[669137],-0.012,0.129,-0.263,0.226,0.001,0.002,19952.0,5496.0,1.0
alpha[668723],0.007,0.131,-0.243,0.253,0.001,0.002,16916.0,5869.0,1.0
alpha[668845],0.023,0.126,-0.211,0.265,0.001,0.002,16017.0,5467.0,1.0
alpha[660844],-0.058,0.129,-0.305,0.18,0.001,0.002,14617.0,5471.0,1.0
alpha[668885],-0.009,0.129,-0.26,0.224,0.001,0.002,18270.0,5835.0,1.0
alpha[686217],0.004,0.13,-0.243,0.245,0.001,0.002,19166.0,5460.0,1.0
alpha[622268],0.004,0.131,-0.258,0.24,0.001,0.002,20128.0,5245.0,1.0
alpha[688363],0.003,0.128,-0.241,0.247,0.001,0.002,19282.0,5749.0,1.0
alpha[700250],-0.018,0.128,-0.265,0.222,0.001,0.002,17258.0,4946.0,1.0
alpha[670092],-0.007,0.128,-0.244,0.239,0.001,0.002,21687.0,5489.0,1.0
alpha[642197],0.007,0.134,-0.239,0.27,0.001,0.002,21344.0,5476.0,1.0
alpha[805373],-0.004,0.132,-0.254,0.239,0.001,0.002,16368.0,4803.0,1.0
alpha[682668],-0.013,0.127,-0.262,0.214,0.001,0.002,22931.0,5846.0,1.0
alpha[676679],0.012,0.129,-0.229,0.262,0.001,0.002,19960.0,5518.0,1.0
alpha[660636],0.01,0.128,-0.224,0.262,0.001,0.002,19637.0,5921.0,1.0
alpha[695336],0.049,0.128,-0.182,0.306,0.001,0.002,17563.0,5870.0,1.0
alpha[605346],0.002,0.128,-0.236,0.246,0.001,0.002,15894.0,5984.0,1.0
alpha[691723],0.001,0.131,-0.257,0.236,0.001,0.002,17840.0,5666.0,1.0
alpha[605170],0.005,0.129,-0.248,0.243,0.001,0.002,16991.0,5751.0,1.0
alpha[669208],0.014,0.129,-0.228,0.257,0.001,0.002,21420.0,5413.0,1.0
alpha[682657],-0.007,0.137,-0.262,0.255,0.001,0.002,20045.0,5171.0,1.0
alpha[678877],0.006,0.13,-0.242,0.245,0.001,0.002,20538.0,4801.0,1.0
alpha[694388],0.004,0.13,-0.235,0.256,0.001,0.002,19225.0,4893.0,1.0
alpha[663330],-0.001,0.132,-0.243,0.252,0.001,0.002,18713.0,5365.0,1.0
alpha[680769],-0.025,0.132,-0.282,0.221,0.001,0.002,18116.0,5595.0,1.0
alpha[682988],0.009,0.131,-0.242,0.254,0.001,0.002,17081.0,5331.0,1.0
alpha[695257],0.014,0.13,-0.247,0.24,0.001,0.002,21488.0,5982.0,1.0
alpha[694359],0.019,0.129,-0.225,0.26,0.001,0.002,17905.0,5650.0,1.0
alpha[691594],0.002,0.129,-0.243,0.243,0.001,0.002,17889.0,5547.0,1.0
alpha[596142],0.001,0.132,-0.251,0.248,0.001,0.002,18926.0,5720.0,1.0
alpha[666464],0.003,0.131,-0.256,0.238,0.001,0.002,17018.0,5434.0,1.0
alpha[700932],-0.0,0.133,-0.255,0.246,0.001,0.002,17303.0,5728.0,1.0
alpha[668853],-0.01,0.132,-0.254,0.244,0.001,0.002,16447.0,5171.0,1.0
alpha[664954],0.002,0.131,-0.242,0.246,0.001,0.002,18390.0,5610.0,1.0
alpha[657193],0.011,0.133,-0.248,0.257,0.001,0.002,14836.0,5442.0,1.0
alpha[645444],0.004,0.131,-0.256,0.246,0.001,0.002,21131.0,5225.0,1.0
alpha[686555],0.003,0.132,-0.249,0.252,0.001,0.002,19408.0,5626.0,1.0
alpha[669374],-0.009,0.13,-0.244,0.239,0.001,0.002,20000.0,4896.0,1.0
alpha[679822],-0.011,0.134,-0.263,0.24,0.001,0.002,17227.0,5270.0,1.0
alpha[681508],0.009,0.128,-0.224,0.26,0.001,0.002,19168.0,5282.0,1.0
alpha[671117],0.012,0.133,-0.243,0.258,0.001,0.002,22002.0,5398.0,1.0
g[669289],0.017,0.118,-0.218,0.226,0.001,0.002,18261.0,5925.0,1.0
g[656896],-0.126,0.117,-0.35,0.087,0.001,0.001,19027.0,6048.0,1.0
g[673962],-0.022,0.101,-0.205,0.175,0.001,0.001,17724.0,5339.0,1.0
g[571657],0.01,0.128,-0.23,0.255,0.001,0.002,19872.0,5627.0,1.0
g[663586],0.135,0.1,-0.056,0.321,0.001,0.001,17645.0,5628.0,1.0
g[660162],-0.228,0.132,-0.482,0.016,0.001,0.002,16887.0,5287.0,1.0
g[624641],-0.18,0.12,-0.393,0.055,0.001,0.002,15292.0,5693.0,1.0
g[672580],0.068,0.096,-0.123,0.243,0.001,0.001,17529.0,5937.0,1.0
g[592518],0.017,0.103,-0.172,0.206,0.001,0.001,18543.0,5630.0,1.0
g[646240],0.126,0.096,-0.054,0.304,0.001,0.001,17715.0,5829.0,1.0
g[650859],0.014,0.124,-0.219,0.247,0.001,0.002,19679.0,5632.0,1.0
g[553993],-0.047,0.087,-0.213,0.114,0.001,0.001,17071.0,5747.0,1.0
g[605204],-0.034,0.115,-0.241,0.191,0.001,0.001,17545.0,5972.0,1.0
g[670623],0.143,0.104,-0.047,0.347,0.001,0.001,18834.0,5668.0,1.0
g[663647],0.051,0.088,-0.115,0.21,0.001,0.001,16764.0,5907.0,1.0
g[664058],0.039,0.164,-0.26,0.351,0.001,0.002,17631.0,5733.0,1.0
g[670764],-0.08,0.14,-0.345,0.18,0.001,0.002,16293.0,5247.0,1.0
g[602104],-0.111,0.118,-0.339,0.102,0.001,0.002,16579.0,4853.0,1.0
g[500871],0.161,0.134,-0.095,0.406,0.001,0.002,16643.0,5457.0,1.0
g[672356],0.044,0.138,-0.217,0.3,0.001,0.002,20993.0,5348.0,1.0
g[608324],0.24,0.085,0.082,0.399,0.001,0.001,14222.0,6577.0,1.0
g[622761],-0.007,0.138,-0.264,0.257,0.001,0.002,18707.0,5835.0,1.0
g[668930],-0.028,0.127,-0.267,0.215,0.001,0.002,16755.0,5521.0,1.0
g[677951],-0.004,0.117,-0.225,0.219,0.001,0.002,17041.0,5703.0,1.0
g[671289],0.003,0.151,-0.291,0.276,0.001,0.002,18301.0,5484.0,1.0
g[608070],-0.052,0.098,-0.238,0.13,0.001,0.001,22882.0,5938.0,1.0
g[687263],-0.0,0.133,-0.249,0.244,0.001,0.002,19321.0,5563.0,1.0
g[668904],0.08,0.131,-0.163,0.335,0.001,0.002,19110.0,5515.0,1.0
g[608369],-0.132,0.136,-0.391,0.116,0.001,0.002,16304.0,5286.0,1.0
g[642715],-0.079,0.123,-0.309,0.157,0.001,0.002,18655.0,5727.0,1.0
g[596115],-0.012,0.163,-0.313,0.304,0.001,0.002,19794.0,5561.0,1.0
g[607208],-0.267,0.115,-0.49,-0.062,0.001,0.001,12863.0,5320.0,1.0
g[641313],-0.11,0.138,-0.377,0.145,0.001,0.002,20332.0,5289.0,1.0
g[672478],-0.001,0.145,-0.271,0.274,0.001,0.002,20191.0,5515.0,1.0
g[514888],-0.033,0.137,-0.292,0.229,0.001,0.002,19367.0,5558.0,1.0
g[671213],-0.031,0.113,-0.24,0.18,0.001,0.002,20041.0,5639.0,1.0
g[650402],0.006,0.134,-0.233,0.263,0.001,0.002,20496.0,5621.0,1.0
g[672820],-0.132,0.14,-0.387,0.135,0.001,0.002,17199.0,5332.0,1.0
g[606466],-0.124,0.13,-0.364,0.128,0.001,0.002,15026.0,5668.0,1.0
g[681584],-0.069,0.144,-0.34,0.206,0.001,0.002,18065.0,5655.0,1.0
g[669242],-0.182,0.156,-0.475,0.105,0.001,0.002,15700.0,5386.0,1.0
g[664040],0.156,0.145,-0.126,0.421,0.001,0.002,17369.0,5378.0,1.0
g[681082],-0.157,0.119,-0.388,0.062,0.001,0.002,15733.0,5423.0,1.0
g[680911],-0.103,0.138,-0.354,0.157,0.001,0.002,14930.0,5116.0,1.0
g[643289],0.131,0.157,-0.151,0.442,0.001,0.002,18878.0,5232.0,1.0
g[467793],0.041,0.11,-0.163,0.248,0.001,0.001,19606.0,6034.0,1.0
g[670042],-0.018,0.159,-0.314,0.277,0.001,0.002,19706.0,6456.0,1.0
g[647304],-0.001,0.116,-0.209,0.223,0.001,0.001,18845.0,6148.0,1.0
g[608336],-0.002,0.151,-0.292,0.275,0.001,0.002,17157.0,5487.0,1.0
g[663697],-0.067,0.146,-0.336,0.213,0.001,0.002,17994.0,5907.0,1.0
g[668715],0.013,0.127,-0.222,0.254,0.001,0.002,18011.0,5848.0,1.0
g[605119],-0.151,0.135,-0.402,0.1,0.001,0.002,16262.0,5428.0,1.0
g[670712],0.08,0.15,-0.217,0.347,0.001,0.002,22437.0,5851.0,1.0
g[516416],0.006,0.12,-0.205,0.245,0.001,0.002,19521.0,4907.0,1.0
g[600869],-0.117,0.11,-0.322,0.088,0.001,0.002,20193.0,5294.0,1.0
g[621028],-0.032,0.141,-0.299,0.229,0.001,0.002,18071.0,5393.0,1.0
g[682928],-0.157,0.117,-0.373,0.064,0.001,0.002,16633.0,5606.0,1.0
g[606115],-0.157,0.13,-0.404,0.078,0.001,0.002,17722.0,5547.0,1.0
g[678246],-0.002,0.129,-0.244,0.241,0.001,0.002,18462.0,5622.0,1.0
g[642086],0.274,0.124,0.043,0.506,0.001,0.002,14311.0,5471.0,1.0
g[642133],0.199,0.113,-0.016,0.411,0.001,0.001,15438.0,5361.0,1.0
g[641820],0.123,0.157,-0.171,0.417,0.001,0.002,17233.0,5472.0,1.0
g[571448],-0.022,0.094,-0.202,0.151,0.001,0.001,18180.0,6158.0,1.0
g[666801],-0.047,0.158,-0.342,0.25,0.001,0.002,19855.0,5611.0,1.0
g[678662],-0.073,0.131,-0.329,0.16,0.001,0.002,19495.0,5510.0,1.0
g[650333],0.094,0.123,-0.132,0.332,0.001,0.002,19118.0,4873.0,1.0
g[673490],-0.188,0.126,-0.416,0.054,0.001,0.002,16296.0,5695.0,1.0
g[572233],0.186,0.102,0.005,0.382,0.001,0.001,14874.0,5344.0,1.0
g[671277],-0.09,0.132,-0.335,0.158,0.001,0.002,19734.0,5885.0,1.0
g[527038],0.055,0.133,-0.197,0.307,0.001,0.002,18052.0,5246.0,1.0
g[664774],0.18,0.13,-0.052,0.434,0.001,0.002,13607.0,5470.0,1.0
g[474832],-0.033,0.151,-0.322,0.24,0.001,0.002,21587.0,5797.0,1.0
g[543068],0.08,0.141,-0.175,0.349,0.001,0.002,20232.0,6195.0,1.0
g[542932],-0.121,0.125,-0.358,0.114,0.001,0.002,16466.0,5788.0,1.0
g[571970],0.237,0.101,0.053,0.434,0.001,0.001,13842.0,4978.0,1.0
g[663611],0.008,0.138,-0.257,0.265,0.001,0.002,18809.0,5346.0,1.0
g[682829],-0.047,0.129,-0.282,0.202,0.001,0.002,20150.0,5401.0,1.0
g[669477],-0.055,0.14,-0.315,0.206,0.001,0.002,20956.0,5315.0,1.0
g[543760],-0.021,0.129,-0.253,0.231,0.001,0.002,21777.0,5456.0,1.0
g[669357],0.018,0.133,-0.251,0.254,0.001,0.002,17954.0,5658.0,1.0
g[641355],-0.027,0.151,-0.305,0.27,0.001,0.002,17776.0,5308.0,1.0
g[676391],-0.053,0.131,-0.305,0.189,0.001,0.002,18536.0,5539.0,1.0
g[680574],-0.138,0.158,-0.447,0.15,0.001,0.002,15372.0,5478.0,1.0
g[593160],0.096,0.149,-0.182,0.382,0.001,0.002,19597.0,5329.0,1.0
g[676946],0.007,0.146,-0.265,0.276,0.001,0.002,19643.0,5467.0,1.0
g[643265],0.058,0.152,-0.231,0.347,0.001,0.002,19114.0,5428.0,1.0
g[572228],0.062,0.163,-0.232,0.379,0.001,0.002,20258.0,5421.0,1.0
g[608841],0.135,0.143,-0.139,0.4,0.001,0.002,16180.0,5670.0,1.0
g[664761],-0.078,0.086,-0.246,0.078,0.001,0.001,18360.0,5980.0,1.0
g[621550],-0.013,0.12,-0.243,0.215,0.001,0.002,19445.0,5532.0,1.0
g[665019],0.039,0.15,-0.241,0.325,0.001,0.002,18479.0,5763.0,1.0
g[519058],0.082,0.134,-0.166,0.335,0.001,0.002,17554.0,6127.0,1.0
g[643396],0.072,0.123,-0.171,0.297,0.001,0.002,19899.0,4684.0,1.0
g[656305],0.086,0.116,-0.119,0.316,0.001,0.002,20367.0,5940.0,1.0
g[593428],-0.051,0.128,-0.283,0.192,0.001,0.002,17663.0,5516.0,1.0
g[518934],-0.028,0.101,-0.219,0.159,0.001,0.001,15159.0,6077.0,1.0
g[570482],0.03,0.107,-0.176,0.23,0.001,0.001,20186.0,5532.0,1.0
g[641487],0.118,0.133,-0.139,0.366,0.001,0.002,16844.0,5846.0,1.0
g[672695],-0.228,0.13,-0.479,0.004,0.001,0.002,16444.0,5761.0,1.0
g[621043],-0.02,0.142,-0.284,0.245,0.001,0.002,20304.0,5363.0,1.0
g[677551],-0.121,0.148,-0.4,0.161,0.001,0.002,16754.0,5400.0,1.0
g[668942],0.066,0.102,-0.119,0.263,0.001,0.001,17560.0,6085.0,1.0
g[649966],-0.082,0.127,-0.317,0.158,0.001,0.002,17900.0,5871.0,1.0
g[680869],-0.07,0.142,-0.333,0.203,0.001,0.002,16413.0,5654.0,1.0
g[665828],-0.186,0.123,-0.423,0.037,0.001,0.002,14868.0,5225.0,1.0
g[669701],-0.194,0.12,-0.424,0.028,0.001,0.001,13965.0,5273.0,1.0
g[570731],0.001,0.14,-0.259,0.271,0.001,0.002,17305.0,5524.0,1.0
g[593643],-0.028,0.154,-0.318,0.258,0.001,0.002,16526.0,5232.0,1.0
g[665155],-0.225,0.153,-0.498,0.083,0.001,0.002,15389.0,5317.0,1.0
g[683146],0.022,0.101,-0.158,0.223,0.001,0.001,19101.0,5479.0,1.0
g[663837],-0.136,0.128,-0.376,0.104,0.001,0.002,16940.0,5352.0,1.0
g[677649],-0.022,0.138,-0.289,0.232,0.001,0.002,18616.0,5888.0,1.0
g[669397],-0.141,0.145,-0.41,0.125,0.001,0.002,16851.0,6061.0,1.0
g[605113],-0.075,0.146,-0.351,0.207,0.001,0.002,16151.0,5574.0,1.0
g[655316],0.214,0.129,-0.045,0.446,0.001,0.002,12508.0,5002.0,1.0
g[683011],-0.034,0.126,-0.263,0.204,0.001,0.002,19269.0,5892.0,1.0
g[595879],0.012,0.134,-0.238,0.265,0.001,0.002,16194.0,5273.0,1.0
g[665161],0.007,0.134,-0.241,0.26,0.001,0.002,17748.0,5413.0,1.0
g[660644],0.073,0.152,-0.212,0.363,0.001,0.002,22023.0,5006.0,1.0
g[462101],0.06,0.149,-0.218,0.338,0.001,0.002,17022.0,5437.0,1.0
g[656716],0.144,0.127,-0.103,0.374,0.001,0.002,15303.0,5019.0,1.0
g[683002],-0.305,0.114,-0.513,-0.091,0.001,0.002,11835.0,5517.0,1.0
g[666152],0.018,0.149,-0.273,0.292,0.001,0.002,21963.0,5568.0,1.0
g[596019],-0.113,0.13,-0.35,0.139,0.001,0.002,18167.0,5743.0,1.0
g[686681],-0.072,0.136,-0.322,0.189,0.001,0.002,17784.0,6592.0,1.0
g[689172],-0.028,0.152,-0.323,0.253,0.001,0.002,24134.0,5759.0,1.0
g[642731],0.135,0.131,-0.101,0.386,0.001,0.002,19277.0,6149.0,1.0
g[665877],-0.098,0.159,-0.394,0.208,0.001,0.002,18308.0,5771.0,1.0
g[594777],-0.05,0.164,-0.358,0.257,0.001,0.002,19199.0,5081.0,1.0
g[676475],-0.073,0.164,-0.38,0.235,0.001,0.002,21026.0,5626.0,1.0
g[676116],-0.015,0.141,-0.296,0.234,0.001,0.002,18180.0,5817.0,1.0
g[665120],0.168,0.162,-0.123,0.485,0.001,0.002,14345.0,5287.0,1.0
g[683737],0.094,0.123,-0.126,0.333,0.001,0.002,19769.0,6186.0,1.0
g[500743],0.101,0.134,-0.153,0.346,0.001,0.002,14704.0,4969.0,1.0
g[660620],0.111,0.157,-0.18,0.406,0.001,0.002,17873.0,5252.0,1.0
g[691026],-0.032,0.128,-0.267,0.21,0.001,0.002,21810.0,5553.0,1.0
g[641645],-0.12,0.16,-0.424,0.178,0.001,0.002,16502.0,5008.0,1.0
g[680977],0.108,0.147,-0.16,0.394,0.001,0.002,17268.0,5702.0,1.0
g[624428],0.029,0.136,-0.218,0.292,0.001,0.002,18055.0,4582.0,1.0
g[645277],-0.04,0.134,-0.285,0.215,0.001,0.002,19816.0,5491.0,1.0
g[683734],0.103,0.117,-0.12,0.32,0.001,0.002,16328.0,5663.0,1.0
g[543685],0.021,0.134,-0.245,0.267,0.001,0.002,16479.0,4799.0,1.0
g[672724],0.137,0.149,-0.146,0.406,0.001,0.002,16224.0,4773.0,1.0
g[607054],-0.084,0.134,-0.329,0.175,0.001,0.002,20322.0,5476.0,1.0
g[669394],0.104,0.105,-0.102,0.296,0.001,0.001,17179.0,5545.0,1.0
