player_id,alpha,g
656716,-0.009844,0.144206
683002,0.093497,-0.304584
666152,-0.02968,0.018157
596019,0.044683,-0.113007
686681,-0.100345,-0.071759
689172,0.030519,-0.027557
642731,0.004666,0.135468
665877,-0.041207,-0.098436
594777,0.003134,-0.049631
676475,0.011138,-0.073281
676116,-0.051413,-0.01544
665120,-0.004651,0.167579
683737,0.048341,0.093952
500743,-0.048658,0.101386
660620,0.005621,0.110548
691026,0.001463,-0.031941
641645,0.007681,-0.12049
680977,0.029863,0.108394
624428,-0.020186,0.029078
645277,0.103322,-0.039733
683734,0.104434,0.103406
543685,-0.013956,0.021428
672724,-0.056241,0.13685
607054,-0.075659,-0.083656
669394,-0.109978,0.10417
649557,-0.070314,-0.099989
518626,0.031004,0.169496
657557,0.046469,0.023984
666182,0.033446,-0.046332
642708,-0.055062,-0.088931
670156,-0.072084,-0.000721
665833,-0.025195,-0.145605
650489,-0.073309,-0.01805
665926,0.135689,-0.060879
663624,-0.021652,0.215862
666906,0.005067,-0.027034
656308,0.009071,0.009774
679845,-0.015526,-0.098851
677587,-0.023845,-0.111678
456781,-0.094727,-0.005479
676701,-0.061674,0.083471
641531,0.045994,0.029237
666703,-0.013431,-0.150528
669304,0.00187,-0.174901
543281,-0.092645,-0.054695
669222,-0.064547,0.109134
666198,-0.064013,0.037286
621020,0.15417,-0.166776
543063,-0.009694,-0.075773
621563,0.024585,-0.100139
676480,-0.030095,0.022803
593871,0.0928,-0.105319
628451,0.018909,-0.149497
643393,0.027486,0.018954
676059,-0.06339,-0.069427
663898,-0.011079,-0.035178
624414,-0.002976,0.019895
624415,-0.015336,0.031832
641343,0.100361,0.09049
660707,-0.059928,-0.041042
663538,-0.040487,0.077532
666397,0.086895,0.05022
664034,-0.016031,0.067327
547989,0.006638,0.036547
668472,0.078028,0.103564
571771,0.008472,-0.144059
644374,-0.028362,-0.067765
543939,0.064012,-0.042981
519203,-0.03708,0.04442
518692,-0.172227,-0.018151
502671,-0.147927,0.068456
622110,-0.022732,0.084306
446334,0.045621,-0.049137
641857,0.05822,-0.129317
672779,-0.02774,-0.040307
545121,-0.036835,-0.059379
678894,0.032464,0.007639
678225,-0.044999,0.00819
630105,0.013754,-0.183111
624413,-0.104545,0.128995
663796,-0.005704,0.015362
669707,0.057569,-0.025959
693304,-0.055436,0.000238
664913,0.00052,0.024076
643446,0.060624,-0.068091
663993,0.084155,0.242663
675656,0.017873,-0.01944
666134,-0.02904,0.045513
656669,-0.01072,-0.012375
571976,-0.006949,-0.020651
682622,-0.02154,-0.11438
596059,-0.067847,-0.071743
605141,-0.050022,-0.063151
621545,0.012415,-0.044543
679529,0.010805,0.026511
682617,0.013405,-0.028321
621035,0.023439,0.144993
666624,-0.149316,-0.174404
592273,-0.042829,0.054728
676609,0.02474,0.133871
607461,0.019003,0.047928
670032,0.033575,0.030638
457759,-0.041509,0.015399
686469,0.115219,0.106964
571875,0.021872,0.013104
521692,0.046478,0.029007
622569,-0.022631,-0.020516
687093,-0.07967,-0.036103
600301,0.029822,-0.051748
670097,0.016513,-0.002614
621566,0.089271,-0.023178
670223,0.041316,0.046328
623912,-0.009892,-0.015131
663897,0.053007,-0.032208
605612,-0.023313,-0.037053
675961,-0.009198,-0.026426
656582,0.048303,0.20049
642180,-0.010307,0.004047
542208,0.009645,-0.010479
665489,-0.001452,0.159745
663853,0.040112,0.194989
595777,0.018442,0.032404
686531,-0.005748,-0.017463
678545,-0.006899,-0.037859
681146,-0.028757,0.054184
650490,-0.076642,0.009991
656811,-0.022204,0.244413
664238,0.067214,0.02838
676724,0.010067,0.054784
663527,-0.041896,-0.141691
657757,0.026936,0.085801
687952,-0.036747,-0.016038
572138,0.007643,0.032682
666915,0.025418,0.096711
677588,-0.064906,0.06076
493329,-0.018258,0.138656
669742,-0.005665,0.049616
641658,0.056906,0.004628
668901,0.008587,-0.149055
664901,-0.059684,0.047074
666018,0.011769,-0.038951
642215,-0.013851,0.033093
669364,-0.080125,0.000208
547180,0.093424,0.241808
595909,0.025593,0.036993
624503,0.011284,0.011518
458015,-0.005083,0.001478
678554,-0.025851,-0.025152
608703,-0.027222,-0.053182
664029,-0.017523,0.087602
691783,0.016819,-0.005679
605137,0.060889,0.139051
694384,-0.052331,0.096542
678882,-0.012653,-0.072027
623205,0.000281,0.060789
682073,-0.011427,-0.007427
542583,0.000975,-0.066366
687401,-0.034877,0.07583
665839,-0.002771,0.030315
663550,-0.004615,0.00143
663845,0.002197,-0.01523
677595,0.039861,-0.026473
691016,-0.033445,0.080947
676070,0.025516,-0.014052
676914,0.017063,0.030501
656821,-0.011546,0.027106
666197,0.024846,0.049507
622666,0.028928,0.005419
572761,0.012782,0.026266
572008,-0.02031,-0.021071
676632,-0.008072,-0.047272
673237,-0.043764,0.064804
683021,0.031368,-0.042436
668952,0.044311,-0.131175
641525,0.015328,0.045767
596847,0.001252,-0.025677
669911,-0.018863,0.021175
666135,-0.058581,-0.052197
656371,0.009825,-0.010826
592192,0.031475,0.007921
679631,-0.023394,-0.038117
578570,0.010289,0.067495
666149,0.004842,0.025902
656403,-0.009718,-0.002288
664059,0.015114,0.012523
691406,0.029497,-0.080053
660634,-0.015065,-0.050961
647351,-0.050938,0.052353
657136,-0.03128,0.020945
676761,-0.000952,0.041905
669023,-0.027915,-0.013304
623507,-0.018753,0.025079
656484,0.006826,0.008616
543877,0.024942,-0.054827
613564,-0.050306,-0.05753
669392,-0.018493,0.000394
656976,-0.003642,0.00207
543333,-0.01992,-0.032761
543482,0.002553,0.000119
645801,0.011842,-0.011456
663609,0.008705,0.015304
592669,0.014132,-0.015242
681807,-0.047509,-0.101403
669200,0.00957,-0.097584
681962,0.01271,0.052124
680700,-0.009949,-0.006343
518792,0.002607,-0.006562
670869,-0.01702,0.001811
680716,0.000782,-0.021062
682848,0.00089,0.00029
642136,0.008081,0.023627
677347,0.014237,0.000756
623993,0.001848,0.016725
518735,-0.006871,-0.003013
592178,0.000779,0.017059
663886,-0.033717,-0.009571
687462,-0.037173,-0.072178
696100,-0.004081,-0.036405
671083,0.010797,-0.014025
501303,-0.000214,0.004931
666158,-0.021733,0.048432
672012,-0.002592,0.063943
578428,0.018978,-0.068862
656555,-0.018872,-0.119009
702358,-0.087459,0.037683
680474,-0.05259,0.154036
672640,0.017385,-0.006577
665862,-0.027733,0.068687
687231,-0.031381,-0.025316
805779,-0.004727,0.132341
690993,-0.051942,-0.046571
683083,0.008628,-0.09395
681393,-0.050182,0.001521
673995,0.018847,0.087225
682177,0.043293,0.02603
694376,-0.031166,0.021869
686797,0.034621,-0.020338
702616,-0.024098,0.061469
694377,-0.009628,-0.01648
686554,-0.002075,0.064179
695238,0.015268,0.027869
676572,-0.005171,0.038222
686765,0.003875,0.014052
623520,0.006949,0.032981
677870,0.071612,-0.070363
665782,-0.002993,0.05377
665953,0.003076,0.040735
657061,-0.002844,-0.00225
691182,0.000198,-0.021706
641779,0.000582,0.043282
680718,0.042461,-0.024225
700242,0.030879,-0.007402
592348,-0.036942,-0.056654
701305,-0.00976,0.030526
669699,0.001503,0.028082
677942,0.004909,0.036058
593934,0.019017,-0.058767
690291,-0.028599,-0.045552
695391,-0.02711,-0.084187
682868,0.028712,-0.136738
641432,-0.016881,0.010412
681460,0.00271,0.015644
660766,0.033391,-0.077078
669137,-0.012403,-0.00427
668723,0.007037,0.014252
668845,0.022719,0.047671
660844,-0.058392,0.058848
668885,-0.008836,0.05358
686217,0.004372,-0.001646
622268,0.003655,-0.012063
688363,0.003383,0.015744
700250,-0.018225,0.062114
670092,-0.006935,0.002872
642197,0.007289,-0.064359
805373,-0.004036,0.028799
682668,-0.013449,-0.037293
676679,0.011688,-0.004258
660636,0.009664,0.008864
695336,0.049037,-0.040533
605346,0.002335,0.03314
691723,0.001255,-0.016867
605170,0.004736,0.015347
669208,0.013963,0.028778
682657,-0.006803,-0.013998
678877,0.006303,-0.005501
694388,0.003745,0.007606
663330,-0.000636,-0.015526
680769,-0.025122,0.061164
682988,0.009154,0.018444
695257,0.01431,-0.000587
694359,0.019218,0.01289
691594,0.00237,-0.041446
596142,0.001464,-0.002459
666464,0.003153,0.010396
700932,-0.000204,0.000649
668853,-0.01049,0.01464
664954,0.001948,0.000155
657193,0.011272,-0.00035
645444,0.00435,-0.002338
686555,0.0029,-0.000846
669374,-0.009478,0.023686
679822,-0.011092,0.012025
681508,0.008918,0.021624
671117,0.011904,-0.007224
