,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_cos[Gómez, Carlos]",-0.092,0.146,-0.356,0.194,0.001,0.002,19995.0,5262.0,1.0
"beta_cos[Biggio, Cavan]",-0.087,0.173,-0.402,0.248,0.001,0.002,19387.0,5118.0,1.0
"beta_cos[Puello, César]",-0.329,0.17,-0.65,-0.008,0.001,0.002,18343.0,5803.0,1.0
"beta_cos[González, Carlos]",-0.026,0.133,-0.267,0.226,0.001,0.002,19807.0,6438.0,1.0
"beta_cos[Santana, Domingo]",0.006,0.128,-0.23,0.251,0.001,0.002,17039.0,5391.0,1.0
"beta_cos[Newman, Kevin]",-0.268,0.195,-0.644,0.086,0.001,0.003,21161.0,5795.0,1.0
"beta_cos[Urena, Richard]",-0.275,0.198,-0.654,0.092,0.001,0.003,18401.0,5081.0,1.0
"beta_cos[Murphy, Tom]",-0.271,0.195,-0.643,0.089,0.001,0.003,20114.0,5418.0,1.0
"beta_cos[O'Brien, Peter]",-0.291,0.189,-0.621,0.087,0.001,0.002,18595.0,5579.0,1.0
"beta_cos[Solarte, Yangervis]",-0.284,0.191,-0.651,0.063,0.001,0.003,20340.0,5338.0,1.0
"beta_cos[Estrada, Thairo]",-0.214,0.193,-0.588,0.134,0.001,0.002,17774.0,5892.0,1.0
"beta_cos[Rondon, José]",-0.208,0.188,-0.551,0.146,0.001,0.002,18487.0,5300.0,1.0
"beta_cos[Peterson, Dustin]",-0.296,0.192,-0.646,0.072,0.001,0.003,20364.0,4767.0,1.0
"beta_cos[Moran, Colin]",-0.276,0.193,-0.657,0.071,0.001,0.003,19007.0,5275.0,1.0
"beta_cos[Martin, Jason]",-0.284,0.16,-0.583,0.018,0.001,0.002,19974.0,5652.0,1.0
"beta_cos[Joe, Connor]",-0.385,0.177,-0.729,-0.066,0.001,0.003,17260.0,5517.0,1.0
"beta_cos[Zagunis, Mark]",-0.169,0.189,-0.526,0.184,0.001,0.003,18014.0,5546.0,1.0
"beta_cos[Jackson, Drew]",-0.275,0.192,-0.637,0.087,0.001,0.003,20557.0,5626.0,1.0
"beta_cos[Margot, Manuel]",-0.39,0.105,-0.583,-0.192,0.001,0.001,17239.0,6083.0,1.0
"beta_cos[Arozarena, Randy]",-0.214,0.144,-0.487,0.051,0.001,0.002,18566.0,5090.0,1.0
"beta_cos[Aquino, Aristides]",-0.078,0.145,-0.341,0.202,0.001,0.002,17738.0,6222.0,1.0
"beta_cos[Carlson, Dylan]",-0.31,0.131,-0.566,-0.073,0.001,0.002,19703.0,5514.0,1.0
"beta_cos[Sierra, Magneuris]",-0.124,0.15,-0.404,0.159,0.001,0.002,19576.0,5964.0,1.0
"beta_cos[Engel, Adam]",-0.435,0.115,-0.646,-0.216,0.001,0.001,16649.0,5985.0,1.0
"beta_cos[Akiyama, Shogo]",-0.367,0.157,-0.674,-0.08,0.001,0.002,18134.0,5636.0,1.0
"beta_cos[Edman, Tommy]",-0.281,0.167,-0.58,0.047,0.001,0.002,23266.0,5125.0,1.0
"beta_cos[Solak, Nick]",-0.326,0.17,-0.645,-0.006,0.001,0.002,24156.0,5968.0,1.0
"beta_cos[Hays, Austin]",-0.317,0.13,-0.556,-0.068,0.001,0.002,20397.0,5482.0,1.0
"beta_cos[Duggar, Steven]",-0.289,0.13,-0.537,-0.043,0.001,0.002,18966.0,5496.0,1.0
"beta_cos[White, Eli]",-0.341,0.167,-0.646,-0.018,0.001,0.002,19495.0,5707.0,1.0
"beta_cos[Chavis, Michael]",-0.087,0.19,-0.437,0.275,0.001,0.003,16994.0,5377.0,1.0
"beta_cos[Marmolejos, José]",-0.246,0.178,-0.576,0.087,0.001,0.002,19434.0,6214.0,1.0
"beta_cos[Riddle, JT]",-0.226,0.176,-0.539,0.117,0.001,0.002,18402.0,5572.0,1.0
"beta_cos[Lin, Tzu-Wei]",-0.23,0.189,-0.583,0.123,0.001,0.003,19556.0,5262.0,1.0
"beta_cos[Smith, Pavin]",-0.296,0.136,-0.556,-0.04,0.001,0.002,16772.0,5804.0,1.0
"beta_cos[Mountcastle, Ryan]",-0.336,0.176,-0.661,-0.006,0.001,0.002,17366.0,5802.0,1.0
"beta_cos[Oliva, Jared]",-0.195,0.187,-0.531,0.165,0.001,0.003,18936.0,4907.0,1.0
"beta_cos[Moniak, Mickey]",-0.252,0.189,-0.627,0.087,0.001,0.003,19874.0,5295.0,1.0
"beta_cos[Heath, Nick]",-0.36,0.19,-0.727,-0.016,0.002,0.003,14701.0,4296.0,1.0
"beta_cos[Taylor, Michael A.]",-0.307,0.104,-0.507,-0.119,0.001,0.001,19877.0,5912.0,1.0
"beta_cos[Fraley, Jake]",0.014,0.155,-0.274,0.31,0.001,0.002,15993.0,6074.0,1.0
"beta_cos[Ruf, Darin]",-0.209,0.174,-0.525,0.114,0.001,0.002,20143.0,5325.0,1.0
"beta_cos[Olivares, Edward]",-0.226,0.159,-0.522,0.079,0.001,0.002,18540.0,5825.0,1.0
"beta_cos[Tsutsugo, Yoshi]",-0.219,0.177,-0.552,0.109,0.001,0.002,17656.0,4620.0,1.0
"beta_cos[Brinson, Lewis]",-0.533,0.116,-0.749,-0.313,0.001,0.001,16678.0,6225.0,1.0
"beta_cos[Fuentes, Joshua]",-0.265,0.198,-0.646,0.108,0.001,0.003,19122.0,5216.0,1.0
"beta_cos[Demeritte, Travis]",-0.226,0.165,-0.541,0.076,0.001,0.002,19861.0,5530.0,1.0
"beta_cos[Ravelo, Rangel]",-0.207,0.195,-0.573,0.149,0.001,0.003,21052.0,5385.0,1.0
"beta_cos[Andujar, Miguel]",-0.159,0.171,-0.473,0.178,0.001,0.002,16355.0,5369.0,1.0
"beta_cos[Taylor, Tyrone]",-0.487,0.167,-0.802,-0.183,0.001,0.002,17420.0,5745.0,1.0
"beta_cos[Basabe, Luis Alexander]",-0.24,0.193,-0.601,0.122,0.001,0.003,18391.0,5725.0,1.0
"beta_cos[Thaiss, Matt]",-0.268,0.197,-0.619,0.125,0.001,0.003,19633.0,5533.0,1.0
"beta_cos[Varsho, Daulton]",-0.263,0.162,-0.569,0.038,0.001,0.002,19546.0,5739.0,1.0
"beta_cos[Strange-Gordon, Dee]",-0.247,0.162,-0.539,0.076,0.001,0.002,15815.0,5764.0,1.0
"beta_cos[Souza Jr., Steven]",-0.284,0.153,-0.568,0.001,0.001,0.002,20707.0,5827.0,1.0
"beta_cos[Walker, Neil]",-0.261,0.185,-0.599,0.097,0.001,0.003,18694.0,5546.0,1.0
"beta_cos[Barreto, Franklin]",-0.257,0.193,-0.619,0.102,0.001,0.002,16921.0,6011.0,1.0
"beta_cos[Rooker, Brent]",-0.374,0.167,-0.685,-0.057,0.001,0.002,19437.0,5396.0,1.0
"beta_cos[Harrison, Josh]",-0.152,0.178,-0.484,0.182,0.001,0.002,15528.0,5973.0,1.0
"beta_cos[Dozier, Hunter]",-0.337,0.145,-0.605,-0.064,0.001,0.002,18758.0,5923.0,1.0
"beta_cos[Haggerty, Sam]",-0.085,0.179,-0.429,0.25,0.001,0.003,15442.0,4887.0,1.0
"beta_cos[Payton, Mark]",-0.237,0.192,-0.604,0.12,0.001,0.003,21019.0,5170.0,1.0
"beta_cos[Mathias, Mark]",-0.282,0.192,-0.627,0.082,0.001,0.003,18704.0,5556.0,1.0
"beta_cos[Pillar, Kevin]",-0.371,0.094,-0.549,-0.195,0.001,0.001,15677.0,5866.0,1.0
"beta_cos[Pache, Cristian]",-0.204,0.182,-0.555,0.125,0.001,0.003,19096.0,5062.0,1.0
"beta_cos[Valaika, Pat]",-0.235,0.193,-0.612,0.116,0.002,0.002,15349.0,5275.0,1.0
"beta_cos[González, Luis]",-0.319,0.186,-0.668,0.024,0.001,0.002,18457.0,5891.0,1.0
"beta_cos[Velazquez, Andrew]",-0.233,0.196,-0.596,0.139,0.001,0.002,17584.0,5808.0,1.0
"beta_cos[Zimmer, Bradley]",-0.363,0.149,-0.643,-0.089,0.001,0.002,17931.0,5717.0,1.0
"beta_cos[Mateo, Jorge]",-0.282,0.183,-0.635,0.058,0.001,0.003,21636.0,5577.0,1.0
"beta_cos[Mullins, Cedric]",-0.451,0.121,-0.663,-0.214,0.001,0.002,17016.0,5791.0,1.0
"beta_cos[Marte, Starling]",-0.171,0.096,-0.358,0.002,0.001,0.001,18161.0,6232.0,1.0
"beta_cos[Mejia, Erick]",-0.244,0.186,-0.591,0.113,0.001,0.002,17321.0,5581.0,1.0
"beta_cos[Johnson, Daniel]",-0.309,0.186,-0.651,0.049,0.001,0.003,18042.0,5337.0,1.0
"beta_cos[Bonifácio, Emilio]",-0.27,0.189,-0.632,0.066,0.001,0.003,18515.0,5524.0,1.0
"beta_cos[Hoerner, Nico]",-0.258,0.195,-0.623,0.11,0.002,0.003,15901.0,5404.0,1.0
"beta_cos[Reyes, Franmil]",-0.2,0.14,-0.478,0.052,0.001,0.002,16064.0,5337.0,1.0
"beta_cos[McCarthy, Joe]",-0.3,0.195,-0.656,0.074,0.001,0.003,17347.0,5421.0,1.0
"beta_cos[Marisnick, Jake]",-0.377,0.135,-0.638,-0.124,0.001,0.002,19982.0,5965.0,1.0
"beta_cos[Schrock, Max]",-0.254,0.179,-0.58,0.089,0.001,0.002,18980.0,5951.0,1.0
"beta_cos[Deichmann, Greg]",-0.241,0.192,-0.593,0.135,0.001,0.002,18560.0,6104.0,1.0
"beta_cos[Nevin, Tyler]",-0.288,0.197,-0.661,0.071,0.001,0.003,19937.0,5875.0,1.0
"beta_cos[Ramos, Henry]",-0.373,0.196,-0.748,-0.013,0.001,0.003,19304.0,5789.0,1.0
"beta_cos[Haase, Eric]",-0.282,0.196,-0.646,0.091,0.002,0.003,16618.0,5256.0,1.0
"beta_cos[Miller, Brian]",-0.278,0.195,-0.643,0.089,0.001,0.003,20431.0,5326.0,1.0
"beta_cos[Gordon, Nick]",-0.3,0.176,-0.617,0.04,0.001,0.002,17575.0,5496.0,1.0
"beta_cos[Isbel, Kyle]",-0.219,0.185,-0.557,0.136,0.001,0.003,20395.0,5677.0,1.0
"beta_cos[Peters, DJ]",-0.247,0.161,-0.543,0.056,0.001,0.002,16806.0,5495.0,1.0
"beta_cos[Castro, Willi]",-0.294,0.189,-0.65,0.056,0.001,0.002,19410.0,5780.0,1.0
"beta_cos[Bell, Josh]",-0.248,0.193,-0.607,0.103,0.001,0.003,19095.0,6186.0,1.0
"beta_cos[Friedl, TJ]",-0.297,0.196,-0.661,0.064,0.001,0.003,17932.0,4798.0,1.0
"beta_cos[Nootbaar, Lars]",-0.409,0.169,-0.733,-0.1,0.001,0.002,19891.0,5933.0,1.0
"beta_cos[McKenna, Ryan]",-0.142,0.149,-0.406,0.151,0.001,0.002,18565.0,5631.0,1.0
"beta_cos[Lagares, Juan]",-0.156,0.133,-0.406,0.09,0.001,0.002,16235.0,5844.0,1.0
"beta_cos[Hernandez, Yadiel]",-0.312,0.158,-0.618,-0.025,0.001,0.002,16953.0,5348.0,1.0
"beta_cos[Stephenson, Tyler]",-0.281,0.196,-0.645,0.089,0.001,0.003,19590.0,5904.0,1.0
"beta_cos[Hamilton, Billy]",-0.356,0.116,-0.579,-0.146,0.001,0.001,17823.0,6344.0,1.0
"beta_cos[Rojas, Jose]",-0.223,0.179,-0.561,0.118,0.001,0.003,21041.0,5341.0,1.0
"beta_cos[McCormick, Chas]",-0.059,0.159,-0.362,0.229,0.001,0.002,15857.0,6218.0,1.0
"beta_cos[Wisdom, Patrick]",-0.207,0.179,-0.547,0.138,0.001,0.002,18040.0,5187.0,1.0
"beta_cos[DeShields, Delino]",-0.526,0.113,-0.737,-0.312,0.001,0.001,18034.0,6145.0,1.0
"beta_cos[Meyers, Jake]",-0.51,0.169,-0.845,-0.208,0.001,0.002,16310.0,5474.0,1.0
"beta_cos[Cameron, Daz]",-0.307,0.158,-0.597,-0.008,0.001,0.002,17974.0,5587.0,1.0
"beta_cos[Baddoo, Akil]",-0.33,0.138,-0.588,-0.069,0.001,0.002,20620.0,5871.0,1.0
"beta_cos[Wong, Kean]",-0.286,0.19,-0.662,0.063,0.001,0.003,18564.0,4216.0,1.0
"beta_cos[Lux, Gavin]",-0.159,0.178,-0.493,0.165,0.001,0.002,16824.0,5246.0,1.0
"beta_cos[Vilade, Ryan]",-0.229,0.197,-0.6,0.138,0.001,0.003,21311.0,5816.0,1.0
"beta_cos[Bolt, Skye]",-0.388,0.178,-0.724,-0.061,0.001,0.002,17817.0,6169.0,1.0
"beta_cos[Siri, Jose]",-0.275,0.191,-0.62,0.097,0.001,0.003,22012.0,5864.0,1.0
"beta_cos[Vierling, Matt]",-0.354,0.189,-0.707,-0.004,0.001,0.003,20576.0,5301.0,1.0
"beta_cos[De La Cruz, Bryan]",-0.284,0.167,-0.595,0.034,0.001,0.002,20319.0,5720.0,1.0
"beta_cos[Rivas III, Alfonso]",-0.235,0.192,-0.587,0.131,0.001,0.003,18880.0,5544.0,1.0
"beta_cos[Gonzalez, Romy]",-0.275,0.193,-0.645,0.083,0.001,0.003,17788.0,5051.0,1.0
"beta_cos[Adell, Jo]",-0.399,0.166,-0.721,-0.093,0.001,0.002,19644.0,5260.0,1.0
"beta_cos[Lowe, Josh]",-0.274,0.196,-0.638,0.093,0.002,0.003,15508.0,5009.0,1.0
"beta_cos[Sheets, Gavin]",-0.302,0.194,-0.661,0.068,0.001,0.003,21332.0,5799.0,1.0
"beta_cos[Alfaro, Jorge]",-0.261,0.192,-0.612,0.11,0.001,0.003,20588.0,5588.0,1.0
"beta_cos[Vaughn, Andrew]",-0.255,0.16,-0.539,0.061,0.001,0.002,21467.0,5705.0,1.0
"beta_cos[Ruiz, Rio]",-0.268,0.2,-0.647,0.109,0.001,0.003,20201.0,5272.0,1.0
"beta_cos[Fairchild, Stuart]",-0.284,0.195,-0.642,0.097,0.001,0.003,24042.0,5048.0,1.0
"beta_cos[Arcia, Orlando]",-0.298,0.186,-0.642,0.063,0.001,0.002,19673.0,5138.0,1.0
"beta_cos[Thomas, Lane]",-0.214,0.148,-0.51,0.048,0.001,0.002,19044.0,5859.0,1.0
"beta_cos[Lamb, Jake]",-0.204,0.189,-0.554,0.155,0.001,0.003,20058.0,5650.0,1.0
"beta_cos[Smith, Kevin]",-0.282,0.197,-0.648,0.09,0.002,0.003,16894.0,5916.0,1.0
"beta_cos[Jones, Taylor]",-0.072,0.19,-0.422,0.29,0.001,0.002,18626.0,5738.0,1.0
"beta_cos[Ibáñez, Andy]",-0.266,0.197,-0.629,0.114,0.001,0.003,21080.0,5472.0,1.0
"beta_cos[Larnach, Trevor]",-0.273,0.163,-0.576,0.039,0.001,0.002,17550.0,5728.0,1.0
"beta_cos[Robson, Jacob]",-0.26,0.196,-0.628,0.113,0.001,0.003,20151.0,5800.0,1.0
"beta_cos[McKinstry, Zach]",-0.232,0.18,-0.563,0.11,0.001,0.002,19757.0,5852.0,1.0
"beta_cos[Park, Hoy]",-0.312,0.193,-0.685,0.045,0.001,0.003,16747.0,5209.0,1.0
"beta_cos[Williams, Luke]",-0.183,0.188,-0.535,0.163,0.001,0.002,17525.0,6122.0,1.0
"beta_cos[Duran, Jarren]",-0.3,0.186,-0.657,0.039,0.001,0.003,21011.0,5874.0,1.0
"beta_cos[Fargas, Johneshwy]",-0.262,0.19,-0.624,0.088,0.001,0.003,16651.0,5600.0,1.0
"beta_cos[Bradley Jr., Jackie]",-0.248,0.097,-0.428,-0.067,0.001,0.001,18437.0,6505.0,1.0
"beta_cos[Raley, Luke]",-0.213,0.187,-0.557,0.13,0.001,0.003,19203.0,5751.0,1.0
"beta_cos[Thomas, Dillon]",-0.249,0.19,-0.628,0.094,0.001,0.003,21226.0,5390.0,1.0
"beta_cos[Reks, Zach]",-0.266,0.19,-0.633,0.078,0.001,0.003,17956.0,5172.0,1.0
"beta_cos[Wilson, Jacob]",-0.27,0.194,-0.624,0.109,0.001,0.003,19247.0,5686.0,1.0
"beta_cos[Sánchez, Jesús]",-0.3,0.166,-0.619,0.005,0.001,0.002,19489.0,5602.0,1.0
"beta_cos[Clement, Ernie]",-0.266,0.196,-0.636,0.103,0.001,0.003,21965.0,5566.0,1.0
"beta_cos[Vosler, Jason]",-0.269,0.196,-0.624,0.122,0.001,0.003,19714.0,5283.0,1.0
"beta_cos[Kirilloff, Alex]",-0.373,0.174,-0.694,-0.046,0.001,0.003,19298.0,5102.0,1.0
"beta_cos[Davis, Jaylin]",-0.242,0.179,-0.584,0.088,0.001,0.002,17248.0,5628.0,1.0
"beta_cos[Tom, Ka'ai]",-0.286,0.174,-0.604,0.05,0.001,0.002,20086.0,5690.0,1.0
"beta_cos[Trammell, Taylor]",-0.191,0.164,-0.515,0.111,0.001,0.002,19352.0,5714.0,1.0
"beta_cos[Walton, Donovan]",-0.275,0.193,-0.642,0.087,0.001,0.003,19188.0,5895.0,1.0
"beta_cos[Blankenhorn, Travis]",-0.276,0.199,-0.649,0.095,0.001,0.003,18794.0,5710.0,1.0
"beta_cos[Marcano, Tucupita]",-0.261,0.194,-0.623,0.103,0.001,0.002,18257.0,5524.0,1.0
"beta_cos[Hiura, Keston]",-0.268,0.194,-0.638,0.085,0.001,0.003,20624.0,5488.0,1.0
"beta_cos[Kelenic, Jarred]",-0.154,0.148,-0.427,0.127,0.001,0.002,15422.0,5450.0,1.0
"beta_cos[Williams, Justin]",-0.229,0.175,-0.572,0.081,0.001,0.002,20206.0,6151.0,1.0
"beta_cos[Barrera, Luis]",-0.272,0.196,-0.633,0.094,0.001,0.003,17744.0,5458.0,1.0
"beta_cos[Duffy, Matt]",-0.24,0.191,-0.597,0.132,0.001,0.003,20855.0,5782.0,1.0
"beta_cos[Neuse, Sheldon]",-0.217,0.192,-0.565,0.157,0.001,0.003,20431.0,6325.0,1.0
"beta_cos[Hager, Jake]",-0.273,0.2,-0.655,0.091,0.001,0.003,19791.0,5146.0,1.0
"beta_cos[Mathisen, Wyatt]",-0.216,0.191,-0.578,0.135,0.001,0.002,18992.0,5501.0,1.0
"beta_cos[Ohtani, Shohei]",-0.266,0.195,-0.622,0.101,0.001,0.003,18777.0,5561.0,1.0
"beta_cos[Bemboom, Anthony]",-0.266,0.193,-0.631,0.096,0.001,0.003,18235.0,5734.0,1.0
"beta_cos[Musgrove, Joe]",-0.27,0.195,-0.629,0.102,0.001,0.003,18842.0,4941.0,1.0
"beta_cos[Palacios, Joshua]",-0.201,0.186,-0.548,0.139,0.001,0.002,20154.0,5691.0,1.0
"beta_cos[Young, Andrew]",-0.295,0.199,-0.663,0.085,0.001,0.003,20840.0,5750.0,1.0
"beta_cos[Blandino, Alex]",-0.269,0.191,-0.614,0.105,0.001,0.003,18261.0,5729.0,1.0
"beta_cos[Farmer, Kyle]",-0.268,0.2,-0.665,0.09,0.001,0.003,19397.0,5660.0,1.0
"beta_cos[Inciarte, Ender]",-0.321,0.109,-0.52,-0.112,0.001,0.002,18146.0,5411.0,1.0
"beta_cos[Betts, Mookie]",-0.406,0.102,-0.599,-0.218,0.001,0.001,18029.0,5754.0,1.0
"beta_cos[Cain, Lorenzo]",-0.466,0.117,-0.686,-0.244,0.001,0.001,15602.0,6423.0,1.0
"beta_cos[Springer, George]",-0.373,0.115,-0.588,-0.154,0.001,0.001,16560.0,6372.0,1.0
"beta_cos[Blackmon, Charlie]",-0.433,0.094,-0.61,-0.258,0.001,0.001,16322.0,6333.0,1.0
"beta_cos[Heyward, Jason]",-0.251,0.104,-0.446,-0.054,0.001,0.001,18481.0,5511.0,1.0
"beta_cos[Guerrero, Gabriel]",-0.239,0.193,-0.606,0.11,0.001,0.003,20644.0,5512.0,1.0
"beta_cos[Trout, Mike]",-0.564,0.11,-0.764,-0.355,0.001,0.001,17807.0,4932.0,1.0
"beta_cos[Kipnis, Jason]",-0.195,0.191,-0.559,0.163,0.001,0.003,19860.0,4801.0,1.0
"beta_cos[Laureano, Ramón]",-0.34,0.106,-0.54,-0.145,0.001,0.001,18775.0,5580.0,1.0
"beta_cos[Hicks, Aaron]",-0.325,0.116,-0.534,-0.102,0.001,0.001,15432.0,6368.0,1.0
"beta_cos[Harper, Bryce]",-0.181,0.094,-0.359,-0.009,0.001,0.001,21022.0,5403.0,1.0
"beta_cos[Kiermaier, Kevin]",-0.511,0.11,-0.709,-0.293,0.001,0.002,17929.0,5386.0,1.0
"beta_cos[Barnes, Brandon]",-0.324,0.195,-0.673,0.064,0.001,0.003,18710.0,4964.0,1.0
"beta_cos[Kepler, Max]",-0.046,0.104,-0.246,0.142,0.001,0.001,15349.0,6012.0,1.0
"beta_cos[Martin, Leonys]",-0.293,0.135,-0.554,-0.046,0.001,0.002,19501.0,6047.0,1.0
"beta_cos[den Dekker, Matthew]",-0.156,0.185,-0.495,0.195,0.001,0.002,16878.0,5535.0,1.0
"beta_cos[Calhoun, Kole]",-0.308,0.105,-0.503,-0.107,0.001,0.001,15053.0,5732.0,1.0
"beta_cos[Escobar, Alcides]",-0.283,0.191,-0.635,0.073,0.001,0.002,18916.0,5805.0,1.0
"beta_cos[Smolinski, Jake]",-0.32,0.187,-0.655,0.049,0.001,0.003,18858.0,5585.0,1.0
"beta_cos[Buxton, Byron]",-0.548,0.132,-0.807,-0.312,0.001,0.002,17410.0,5507.0,1.0
"beta_cos[Florimón, Pedro]",-0.285,0.194,-0.65,0.068,0.001,0.003,17479.0,6160.0,1.0
"beta_cos[Difo, Wilmer]",-0.127,0.18,-0.459,0.218,0.001,0.002,20918.0,5928.0,1.0
"beta_cos[Powell, Boog]",-0.274,0.187,-0.619,0.085,0.001,0.002,18372.0,5715.0,1.0
"beta_cos[Judge, Aaron]",-0.192,0.105,-0.383,0.008,0.001,0.001,18849.0,5436.0,1.0
"beta_cos[Fowler, Dexter]",-0.51,0.121,-0.729,-0.279,0.001,0.001,15209.0,6008.0,1.0
"beta_cos[Lewis, Kyle]",-0.196,0.146,-0.469,0.074,0.001,0.002,18660.0,5830.0,1.0
"beta_cos[García, Avisaíl]",-0.304,0.104,-0.496,-0.106,0.001,0.001,21938.0,6158.0,1.0
"beta_cos[Marte, Ketel]",-0.34,0.134,-0.581,-0.079,0.001,0.002,15834.0,5155.0,1.0
"beta_cos[Senzel, Nick]",-0.389,0.148,-0.666,-0.107,0.001,0.002,18432.0,5584.0,1.0
"beta_cos[Harrison, Monte]",-0.298,0.181,-0.653,0.03,0.001,0.003,18684.0,5744.0,1.0
"beta_cos[Robert Jr., Luis]",-0.237,0.151,-0.52,0.041,0.001,0.002,18135.0,6401.0,1.0
"beta_cos[Dubón, Mauricio]",-0.287,0.168,-0.606,0.019,0.001,0.002,20679.0,6227.0,1.0
"beta_cos[Taveras, Leody]",-0.466,0.157,-0.758,-0.17,0.001,0.002,17723.0,5772.0,1.0
"beta_cos[Hill, Derek]",-0.456,0.161,-0.761,-0.161,0.001,0.002,18784.0,5855.0,1.0
"beta_cos[Tucker, Cole]",-0.197,0.173,-0.516,0.134,0.001,0.002,17357.0,5463.0,1.0
"beta_cos[Torreyes, Ronald]",-0.273,0.199,-0.647,0.084,0.001,0.003,20447.0,5097.0,1.0
"beta_cos[Florial, Estevan]",-0.205,0.186,-0.546,0.15,0.001,0.002,22394.0,6140.0,1.0
"beta_cos[Whitefield, Aaron]",-0.27,0.198,-0.642,0.101,0.001,0.003,19051.0,5422.0,1.0
"beta_cos[Villar, Jonathan]",-0.272,0.192,-0.631,0.091,0.001,0.003,18864.0,5406.0,1.0
"beta_cos[McCarthy, Jake]",-0.256,0.178,-0.597,0.068,0.001,0.002,19014.0,5175.0,1.0
"beta_cos[Marsh, Brandon]",-0.419,0.17,-0.753,-0.11,0.001,0.002,21687.0,5551.0,1.0
"beta_cos[Tatis Jr., Fernando]",-0.334,0.178,-0.674,-0.008,0.001,0.002,18982.0,5856.0,1.0
"beta_cos[Barrero, José]",-0.263,0.189,-0.631,0.082,0.001,0.003,21455.0,5396.0,1.0
"beta_cos[Celestino, Gilberto]",-0.229,0.175,-0.579,0.085,0.001,0.002,17399.0,5362.0,1.0
"beta_cos[Bruján, Vidal]",-0.272,0.199,-0.639,0.11,0.002,0.003,17204.0,5292.0,1.0
"beta_cos[Hurst, Scott]",-0.27,0.197,-0.646,0.095,0.001,0.003,17666.0,5683.0,1.0
"beta_cos[Puig, Yasiel]",-0.271,0.113,-0.476,-0.052,0.001,0.001,17892.0,5609.0,1.0
"beta_cos[Piscotty, Stephen]",-0.199,0.11,-0.4,0.014,0.001,0.002,20290.0,5748.0,1.0
"beta_cos[Cruz, Nelson]",-0.275,0.193,-0.622,0.093,0.001,0.003,17547.0,5778.0,1.0
"beta_cos[Polanco, Gregory]",0.02,0.11,-0.187,0.222,0.001,0.001,15296.0,5969.0,1.0
"beta_cos[Anderson, Brian]",-0.276,0.139,-0.538,-0.014,0.001,0.002,19813.0,5669.0,1.0
"beta_cos[Valencia, Danny]",-0.149,0.183,-0.483,0.2,0.001,0.002,17944.0,5785.0,1.0
"beta_cos[Trumbo, Mark]",-0.128,0.181,-0.46,0.217,0.001,0.002,15819.0,5827.0,1.0
"beta_cos[Plouffe, Trevor]",-0.268,0.197,-0.637,0.106,0.001,0.003,17897.0,5694.0,1.0
"beta_cos[Kaczmarski, Kevin]",-0.27,0.196,-0.63,0.1,0.001,0.003,18427.0,5872.0,1.0
"beta_cos[Chisenhall, Lonnie]",-0.242,0.184,-0.589,0.099,0.001,0.003,20634.0,5474.0,1.0
"beta_cos[Soler, Jorge]",-0.181,0.115,-0.399,0.035,0.001,0.002,17588.0,5731.0,1.0
"beta_cos[Valera, Breyvic]",-0.269,0.195,-0.622,0.116,0.001,0.003,20149.0,5244.0,1.0
"beta_cos[Joseph, Corban]",-0.27,0.199,-0.652,0.086,0.002,0.003,17360.0,5010.0,1.0
"beta_cos[Goins, Ryan]",-0.136,0.189,-0.498,0.215,0.001,0.002,18649.0,6274.0,1.0
"beta_cos[Nola, Austin]",-0.248,0.192,-0.622,0.104,0.001,0.003,18737.0,5243.0,1.0
"beta_cos[Davis, Chris]",-0.276,0.196,-0.642,0.096,0.001,0.003,22143.0,5595.0,1.0
"beta_cos[Adduci, James]",-0.264,0.191,-0.633,0.092,0.001,0.003,19219.0,5308.0,1.0
"beta_cos[Reed, Michael]",-0.234,0.194,-0.612,0.131,0.001,0.003,19830.0,5713.0,1.0
"beta_cos[Walsh, Jared]",-0.275,0.187,-0.619,0.083,0.001,0.002,18725.0,5712.0,1.0
"beta_cos[Núñez, Eduardo]",-0.268,0.197,-0.646,0.09,0.001,0.003,18392.0,4992.0,1.0
"beta_cos[Amburgey, Trey]",-0.288,0.197,-0.649,0.082,0.001,0.003,17769.0,5188.0,1.0
"beta_cos[Rengifo, Luis]",-0.216,0.187,-0.567,0.14,0.001,0.002,15943.0,5603.0,1.0
"beta_cos[Mendick, Danny]",-0.354,0.195,-0.725,0.015,0.001,0.003,21510.0,5365.0,1.0
"beta_cos[Lee, Khalil]",-0.326,0.19,-0.672,0.031,0.001,0.002,18099.0,6011.0,1.0
"beta_cos[Stokes Jr., Troy]",-0.277,0.195,-0.656,0.077,0.001,0.003,20985.0,5067.0,1.0
"beta_cos[Owen, Hunter]",-0.282,0.2,-0.649,0.099,0.002,0.003,16552.0,5116.0,1.0
"beta_cos[Ray, Corey]",-0.279,0.198,-0.648,0.09,0.001,0.003,21763.0,5359.0,1.0
"beta_sin[Benintendi, Andrew]",-0.031,0.081,-0.179,0.127,0.001,0.001,20167.0,6291.0,1.0
"beta_sin[Taylor, Chris]",-0.114,0.101,-0.301,0.076,0.001,0.001,19766.0,5586.0,1.0
"beta_sin[Holt, Brock]",-0.125,0.128,-0.368,0.116,0.001,0.002,20257.0,5743.0,1.0
"beta_sin[Martinez, J.D.]",-0.194,0.107,-0.398,0.002,0.001,0.001,17401.0,5420.0,1.0
