,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_sin[Riley, Austin]",-0.064,0.133,-0.306,0.194,0.001,0.002,15879.0,5566.0,1.0
"beta_sin[Court, Ryan]",-0.154,0.149,-0.445,0.114,0.001,0.002,14603.0,5742.0,1.0
"beta_sin[Drury, Brandon]",-0.135,0.148,-0.408,0.156,0.001,0.002,16800.0,5151.0,1.0
"beta_sin[Mercado, Óscar]",-0.089,0.114,-0.299,0.127,0.001,0.002,18518.0,5378.0,1.0
"beta_sin[Lorenzen, Michael]",-0.049,0.145,-0.327,0.226,0.001,0.002,16453.0,5261.0,1.0
"beta_sin[Avelino, Abiatal]",-0.107,0.155,-0.403,0.179,0.001,0.002,18602.0,5238.0,1.0
"beta_sin[Brosseau, Mike]",-0.084,0.152,-0.368,0.205,0.001,0.002,16447.0,5779.0,1.0
"beta_sin[Daza, Yonathan]",-0.103,0.146,-0.377,0.177,0.001,0.002,17963.0,5477.0,1.0
"beta_sin[Garlick, Kyle]",-0.104,0.147,-0.384,0.17,0.001,0.002,18921.0,5590.0,1.0
"beta_sin[Rosario, Amed]",-0.107,0.156,-0.403,0.18,0.001,0.002,18791.0,5587.0,1.0
"beta_sin[Mejía, Francisco]",-0.107,0.156,-0.396,0.187,0.001,0.002,15876.0,5608.0,1.0
"beta_sin[Castro, Harold]",-0.073,0.135,-0.324,0.181,0.001,0.002,15576.0,5746.0,1.0
"beta_sin[Alberto, Hanser]",-0.09,0.155,-0.395,0.191,0.001,0.002,14966.0,5646.0,1.0
"beta_sin[Beckham, Tim]",-0.122,0.146,-0.395,0.155,0.001,0.002,17946.0,5250.0,1.0
"beta_sin[Bruce, Jay]",-0.197,0.076,-0.342,-0.059,0.001,0.001,15679.0,5557.0,1.0
"beta_sin[Velasquez, Vince]",-0.108,0.151,-0.387,0.175,0.001,0.002,15778.0,5572.0,1.0
"beta_sin[Garcia, Greg]",-0.108,0.155,-0.403,0.192,0.001,0.002,22314.0,4798.0,1.0
"beta_sin[Freeman, Mike]",-0.11,0.151,-0.399,0.167,0.001,0.002,13639.0,5487.0,1.0
"beta_sin[Urshela, Gio]",-0.105,0.154,-0.4,0.182,0.001,0.002,16744.0,5756.0,1.0
"beta_sin[Hampson, Garrett]",-0.01,0.134,-0.26,0.247,0.001,0.002,15261.0,5919.0,1.0
"beta_sin[Saladino, Tyler]",-0.105,0.152,-0.405,0.169,0.001,0.002,18075.0,5809.0,1.0
"beta_sin[Vargas, Ildemaro]",-0.096,0.151,-0.382,0.184,0.001,0.002,17300.0,5185.0,1.0
"beta_sin[Austin, Tyler]",-0.035,0.145,-0.304,0.249,0.001,0.002,16516.0,4939.0,1.0
"beta_sin[Gómez, Carlos]",-0.164,0.098,-0.35,0.016,0.001,0.001,16552.0,5328.0,1.0
"beta_sin[Biggio, Cavan]",-0.092,0.148,-0.362,0.192,0.001,0.002,16072.0,5627.0,1.0
"beta_sin[González, Carlos]",-0.475,0.102,-0.665,-0.281,0.001,0.001,11467.0,5706.0,1.0
"beta_sin[Santana, Domingo]",-0.298,0.096,-0.476,-0.118,0.001,0.001,15480.0,5927.0,1.0
"beta_sin[Newman, Kevin]",-0.111,0.151,-0.4,0.163,0.001,0.002,17188.0,5446.0,1.0
"beta_sin[Urena, Richard]",-0.099,0.153,-0.383,0.185,0.001,0.002,13728.0,5973.0,1.0
"beta_sin[Murphy, Tom]",-0.095,0.15,-0.386,0.179,0.001,0.002,14258.0,5436.0,1.0
"beta_sin[O'Brien, Peter]",-0.125,0.157,-0.437,0.156,0.001,0.002,18820.0,4440.0,1.0
"beta_sin[Solarte, Yangervis]",-0.094,0.146,-0.378,0.172,0.001,0.002,16631.0,5584.0,1.0
"beta_sin[Rondon, José]",-0.104,0.155,-0.393,0.19,0.001,0.002,18966.0,5911.0,1.0
"beta_sin[Estrada, Thairo]",-0.114,0.154,-0.406,0.168,0.001,0.002,18141.0,5887.0,1.0
"beta_sin[Peterson, Dustin]",-0.087,0.15,-0.374,0.187,0.001,0.002,17303.0,6123.0,1.0
"beta_sin[Moran, Colin]",-0.116,0.151,-0.406,0.158,0.001,0.002,18850.0,6353.0,1.0
"beta_sin[Martin, Jason]",-0.02,0.142,-0.289,0.245,0.001,0.002,17855.0,5479.0,1.0
"beta_sin[Joe, Connor]",-0.112,0.154,-0.412,0.167,0.001,0.002,16560.0,5431.0,1.0
"beta_sin[Zagunis, Mark]",-0.107,0.153,-0.395,0.179,0.001,0.002,14635.0,5479.0,1.0
"beta_sin[Jackson, Drew]",-0.099,0.151,-0.374,0.196,0.001,0.002,15782.0,6010.0,1.0
"beta_sin[Arozarena, Randy]",-0.09,0.143,-0.347,0.192,0.001,0.002,15671.0,5587.0,1.0
"beta_sin[Margot, Manuel]",-0.082,0.081,-0.224,0.083,0.001,0.001,16056.0,5653.0,1.0
"beta_sin[Aquino, Aristides]",-0.094,0.134,-0.337,0.165,0.001,0.002,15527.0,5381.0,1.0
"beta_sin[Carlson, Dylan]",-0.166,0.143,-0.427,0.11,0.001,0.002,17731.0,4969.0,1.0
"beta_sin[Engel, Adam]",-0.154,0.092,-0.325,0.018,0.001,0.001,16675.0,5957.0,1.0
"beta_sin[Akiyama, Shogo]",-0.024,0.14,-0.292,0.233,0.001,0.002,15490.0,5710.0,1.0
"beta_sin[Edman, Tommy]",-0.132,0.144,-0.41,0.134,0.001,0.002,18445.0,5129.0,1.0
"beta_sin[Duggar, Steven]",-0.172,0.119,-0.399,0.053,0.001,0.002,19344.0,5119.0,1.0
"beta_sin[White, Eli]",-0.108,0.148,-0.391,0.159,0.001,0.002,15178.0,5370.0,1.0
"beta_sin[Riddle, JT]",0.06,0.144,-0.206,0.324,0.001,0.002,15313.0,5017.0,1.0
"beta_sin[Solak, Nick]",-0.02,0.134,-0.269,0.229,0.001,0.002,15129.0,5966.0,1.0
"beta_sin[Hays, Austin]",-0.232,0.124,-0.468,-0.005,0.001,0.002,16496.0,5178.0,1.0
"beta_sin[Chavis, Michael]",-0.102,0.147,-0.388,0.17,0.001,0.002,17293.0,5537.0,1.0
"beta_sin[Marmolejos, José]",-0.037,0.143,-0.295,0.235,0.001,0.002,13889.0,5952.0,1.0
"beta_sin[Fraley, Jake]",-0.068,0.148,-0.34,0.217,0.001,0.002,18887.0,5256.0,1.0
"beta_sin[Ruf, Darin]",-0.083,0.145,-0.365,0.186,0.001,0.002,15960.0,5723.0,1.0
"beta_sin[Moniak, Mickey]",-0.097,0.15,-0.394,0.172,0.001,0.002,15265.0,5293.0,1.0
"beta_sin[Heath, Nick]",-0.1,0.148,-0.382,0.171,0.001,0.002,17561.0,5640.0,1.0
"beta_sin[Olivares, Edward]",-0.167,0.142,-0.431,0.103,0.001,0.002,15439.0,5381.0,1.0
"beta_sin[Lin, Tzu-Wei]",-0.151,0.152,-0.43,0.141,0.001,0.002,19727.0,5421.0,1.0
"beta_sin[Smith, Pavin]",-0.09,0.153,-0.378,0.194,0.001,0.002,16310.0,5244.0,1.0
"beta_sin[Mountcastle, Ryan]",-0.096,0.147,-0.37,0.175,0.001,0.002,14685.0,4643.0,1.0
"beta_sin[Oliva, Jared]",-0.103,0.152,-0.396,0.177,0.001,0.002,17509.0,5691.0,1.0
"beta_sin[Taylor, Michael A.]",0.049,0.096,-0.13,0.229,0.001,0.001,14170.0,4796.0,1.0
"beta_sin[Fuentes, Joshua]",-0.105,0.154,-0.406,0.168,0.001,0.002,15197.0,4860.0,1.0
"beta_sin[Tsutsugo, Yoshi]",-0.135,0.147,-0.432,0.133,0.001,0.002,15938.0,5383.0,1.0
"beta_sin[Demeritte, Travis]",-0.259,0.132,-0.516,-0.022,0.001,0.002,15254.0,5604.0,1.0
"beta_sin[Ravelo, Rangel]",-0.077,0.15,-0.367,0.193,0.001,0.002,16009.0,5264.0,1.0
"beta_sin[Taylor, Tyrone]",-0.18,0.144,-0.462,0.08,0.001,0.002,15989.0,5619.0,1.0
"beta_sin[Andujar, Miguel]",-0.107,0.155,-0.398,0.191,0.001,0.002,17470.0,5857.0,1.0
"beta_sin[Basabe, Luis Alexander]",-0.128,0.149,-0.411,0.149,0.001,0.002,15027.0,5726.0,1.0
"beta_sin[Thaiss, Matt]",-0.118,0.152,-0.401,0.167,0.001,0.002,13168.0,4968.0,1.0
"beta_sin[Varsho, Daulton]",-0.108,0.143,-0.377,0.154,0.001,0.002,18188.0,5836.0,1.0
"beta_sin[Souza Jr., Steven]",-0.149,0.107,-0.349,0.057,0.001,0.002,18866.0,5614.0,1.0
"beta_sin[Walker, Neil]",-0.111,0.147,-0.375,0.175,0.001,0.002,17836.0,6243.0,1.0
"beta_sin[Strange-Gordon, Dee]",-0.178,0.13,-0.42,0.074,0.001,0.002,16498.0,6124.0,1.0
"beta_sin[Barreto, Franklin]",-0.104,0.15,-0.393,0.169,0.001,0.002,17117.0,5160.0,1.0
"beta_sin[Rooker, Brent]",-0.117,0.149,-0.389,0.167,0.001,0.002,16822.0,5524.0,1.0
"beta_sin[Haggerty, Sam]",-0.084,0.151,-0.373,0.199,0.001,0.002,14667.0,5481.0,1.0
"beta_sin[Dozier, Hunter]",-0.024,0.138,-0.278,0.241,0.001,0.002,14425.0,5464.0,1.0
"beta_sin[Payton, Mark]",-0.102,0.154,-0.385,0.201,0.001,0.002,14766.0,4831.0,1.0
"beta_sin[Mathias, Mark]",-0.117,0.152,-0.405,0.166,0.001,0.002,14983.0,5226.0,1.0
"beta_sin[Pillar, Kevin]",-0.159,0.072,-0.293,-0.022,0.001,0.001,17028.0,6138.0,1.0
"beta_sin[Pache, Cristian]",-0.103,0.152,-0.407,0.172,0.001,0.002,16665.0,4964.0,1.0
"beta_sin[González, Luis]",-0.098,0.153,-0.376,0.204,0.001,0.002,14067.0,5583.0,1.0
"beta_sin[Zimmer, Bradley]",0.013,0.112,-0.194,0.228,0.001,0.001,18531.0,5903.0,1.0
"beta_sin[Mateo, Jorge]",-0.098,0.155,-0.397,0.181,0.001,0.002,16586.0,5561.0,1.0
"beta_sin[Velazquez, Andrew]",-0.067,0.156,-0.366,0.216,0.001,0.002,16310.0,4947.0,1.0
"beta_sin[Mullins, Cedric]",-0.097,0.116,-0.304,0.126,0.001,0.002,15778.0,4722.0,1.0
"beta_sin[Mejia, Erick]",-0.074,0.15,-0.359,0.203,0.001,0.002,14566.0,5196.0,1.0
"beta_sin[Johnson, Daniel]",-0.096,0.154,-0.376,0.197,0.001,0.002,17960.0,5272.0,1.0
"beta_sin[Reyes, Franmil]",-0.104,0.124,-0.331,0.136,0.001,0.002,15958.0,6435.0,1.0
"beta_sin[McCarthy, Joe]",-0.109,0.153,-0.397,0.173,0.001,0.002,17652.0,5125.0,1.0
"beta_sin[Hoerner, Nico]",-0.112,0.155,-0.418,0.175,0.001,0.002,14951.0,5204.0,1.0
"beta_sin[Bradley Jr., Jackie]",-0.409,0.077,-0.555,-0.269,0.001,0.001,11883.0,5610.0,1.0
"beta_sin[Kipnis, Jason]",-0.103,0.142,-0.374,0.163,0.001,0.002,17452.0,5784.0,1.0
"beta_sin[Heyward, Jason]",-0.281,0.081,-0.433,-0.132,0.001,0.001,14126.0,5158.0,1.0
"beta_sin[Springer, George]",-0.193,0.087,-0.353,-0.026,0.001,0.001,13406.0,5578.0,1.0
"beta_sin[Buxton, Byron]",-0.018,0.091,-0.193,0.147,0.001,0.001,17607.0,5480.0,1.0
"beta_sin[Blackmon, Charlie]",0.023,0.074,-0.113,0.165,0.001,0.001,12693.0,5366.0,1.0
"beta_sin[Hamilton, Billy]",-0.044,0.088,-0.21,0.119,0.001,0.001,14872.0,5793.0,1.0
"beta_sin[Kiermaier, Kevin]",-0.166,0.086,-0.324,-0.004,0.001,0.001,13826.0,5302.0,1.0
"beta_sin[Cain, Lorenzo]",-0.257,0.081,-0.406,-0.108,0.001,0.001,15785.0,5961.0,1.0
"beta_sin[Ellsbury, Jacoby]",-0.181,0.127,-0.419,0.057,0.001,0.002,16395.0,5833.0,1.0
"beta_sin[Trout, Mike]",-0.036,0.081,-0.184,0.119,0.001,0.001,15544.0,5577.0,1.0
"beta_sin[Hannemann, Jacob]",-0.097,0.149,-0.378,0.184,0.001,0.002,16924.0,5965.0,1.0
"beta_sin[Lagares, Juan]",0.023,0.11,-0.182,0.228,0.001,0.001,15512.0,5908.0,1.0
"beta_sin[Inciarte, Ender]",0.067,0.072,-0.065,0.204,0.001,0.001,16341.0,6009.0,1.0
"beta_sin[Fowler, Dexter]",-0.032,0.089,-0.198,0.135,0.001,0.001,16586.0,5710.0,1.0
"beta_sin[Villar, Jonathan]",-0.152,0.149,-0.421,0.14,0.001,0.002,18015.0,5811.0,1.0
"beta_sin[Galvis, Freddy]",-0.12,0.151,-0.412,0.156,0.001,0.002,15553.0,5903.0,1.0
"beta_sin[Burns, Billy]",-0.103,0.152,-0.404,0.173,0.001,0.002,16039.0,5635.0,1.0
"beta_sin[Kepler, Max]",0.091,0.08,-0.051,0.25,0.001,0.001,13759.0,6173.0,1.0
"beta_sin[Hoying, Jared]",-0.072,0.144,-0.346,0.195,0.001,0.002,16876.0,5959.0,1.0
"beta_sin[Stubbs, Drew]",-0.064,0.15,-0.345,0.216,0.001,0.002,14126.0,5576.0,1.0
"beta_sin[Selsky, Steve]",-0.108,0.151,-0.396,0.173,0.001,0.002,12872.0,5968.0,1.0
"beta_sin[Betts, Mookie]",-0.212,0.084,-0.368,-0.051,0.001,0.001,15920.0,5962.0,1.0
"beta_sin[Laureano, Ramón]",-0.138,0.094,-0.317,0.034,0.001,0.001,16467.0,5905.0,1.0
"beta_sin[Guerrero, Gabriel]",-0.112,0.148,-0.38,0.171,0.001,0.002,17394.0,4816.0,1.0
"beta_sin[Harper, Bryce]",-0.235,0.081,-0.392,-0.089,0.001,0.001,14970.0,5541.0,1.0
"beta_sin[Barnes, Brandon]",-0.126,0.148,-0.392,0.161,0.001,0.002,18056.0,5273.0,1.0
"beta_sin[Calhoun, Kole]",-0.255,0.078,-0.398,-0.101,0.001,0.001,14091.0,5680.0,1.0
"beta_sin[Escobar, Alcides]",-0.12,0.148,-0.392,0.16,0.001,0.002,17819.0,5599.0,1.0
"beta_sin[Judge, Aaron]",-0.126,0.071,-0.259,0.006,0.001,0.001,14989.0,6131.0,1.0
"beta_sin[Bolt, Skye]",-0.099,0.15,-0.382,0.175,0.001,0.002,18412.0,5635.0,1.0
"beta_sin[Lewis, Kyle]",-0.125,0.127,-0.355,0.126,0.001,0.002,17840.0,6233.0,1.0
"beta_sin[García, Avisaíl]",-0.118,0.093,-0.288,0.062,0.001,0.001,14954.0,5346.0,1.0
"beta_sin[Marte, Ketel]",0.022,0.121,-0.209,0.247,0.001,0.002,13409.0,5363.0,1.0
"beta_sin[Senzel, Nick]",-0.071,0.118,-0.288,0.154,0.001,0.001,16750.0,6017.0,1.0
"beta_sin[Thomas, Lane]",-0.136,0.141,-0.398,0.127,0.001,0.002,16692.0,6317.0,1.0
"beta_sin[Harrison, Monte]",-0.115,0.145,-0.39,0.152,0.001,0.002,14916.0,5075.0,1.0
"beta_sin[Robert Jr., Luis]",-0.14,0.134,-0.392,0.112,0.001,0.002,18212.0,5623.0,1.0
"beta_sin[Dubón, Mauricio]",-0.035,0.132,-0.284,0.213,0.001,0.002,14535.0,5912.0,1.0
"beta_sin[Taveras, Leody]",-0.104,0.133,-0.361,0.14,0.001,0.002,15194.0,5253.0,1.0
"beta_sin[Adell, Jo]",-0.183,0.135,-0.432,0.073,0.001,0.002,15530.0,5989.0,1.0
"beta_sin[Hill, Derek]",-0.09,0.153,-0.364,0.212,0.001,0.002,14191.0,4850.0,1.0
"beta_sin[Tucker, Cole]",-0.082,0.143,-0.353,0.185,0.001,0.002,17856.0,5834.0,1.0
"beta_sin[Torreyes, Ronald]",-0.11,0.153,-0.397,0.182,0.001,0.002,19346.0,4772.0,1.0
"beta_sin[Florial, Estevan]",-0.107,0.15,-0.389,0.172,0.001,0.002,14364.0,5172.0,1.0
"beta_sin[Whitefield, Aaron]",-0.1,0.157,-0.398,0.183,0.001,0.002,16743.0,5252.0,1.0
"beta_sin[Puig, Yasiel]",-0.22,0.088,-0.385,-0.056,0.001,0.001,13019.0,5311.0,1.0
"beta_sin[Taijeron, Travis]",-0.152,0.146,-0.428,0.11,0.001,0.002,14588.0,5287.0,1.0
"beta_sin[Piscotty, Stephen]",-0.27,0.089,-0.434,-0.102,0.001,0.001,16551.0,5267.0,1.0
"beta_sin[Valencia, Danny]",-0.096,0.141,-0.364,0.165,0.001,0.002,17012.0,5280.0,1.0
"beta_sin[Trumbo, Mark]",-0.077,0.129,-0.323,0.161,0.001,0.002,16513.0,5817.0,1.0
"beta_sin[Moncrief, Carlos]",-0.09,0.148,-0.358,0.2,0.001,0.002,17253.0,5339.0,1.0
"beta_sin[Santana, Carlos]",-0.061,0.151,-0.347,0.216,0.001,0.002,16673.0,5607.0,1.0
"beta_sin[Cruz, Nelson]",-0.161,0.15,-0.438,0.12,0.001,0.002,16803.0,4802.0,1.0
"beta_sin[Olson, Matt]",-0.111,0.15,-0.38,0.186,0.001,0.002,15043.0,5499.0,1.0
"beta_sin[Adduci, James]",-0.174,0.141,-0.438,0.093,0.001,0.002,16886.0,5229.0,1.0
"beta_sin[Flores, Ramón]",-0.135,0.154,-0.419,0.161,0.001,0.002,14927.0,5042.0,1.0
"beta_sin[Parmley, Ian]",-0.115,0.153,-0.408,0.168,0.001,0.002,16042.0,5355.0,1.0
"beta_sin[Huffman, Chad]",-0.108,0.153,-0.395,0.175,0.001,0.002,16256.0,5915.0,1.0
"beta_sin[Sánchez, Yolmer]",-0.108,0.152,-0.375,0.19,0.001,0.002,15673.0,4631.0,1.0
"beta_sin[Báez, Javier]",-0.102,0.151,-0.384,0.186,0.001,0.002,18117.0,5600.0,1.0
"beta_sin[Anderson, Brian]",-0.198,0.116,-0.416,0.017,0.001,0.001,17455.0,6123.0,1.0
"beta_sin[Williams, Justin]",-0.107,0.152,-0.399,0.169,0.001,0.002,17585.0,5447.0,1.0
"beta_sin[Plouffe, Trevor]",-0.108,0.152,-0.4,0.173,0.001,0.002,16773.0,5746.0,1.0
"beta_sin[Kaczmarski, Kevin]",-0.11,0.151,-0.394,0.176,0.001,0.002,15726.0,5573.0,1.0
"beta_sin[Valera, Breyvic]",-0.108,0.153,-0.391,0.184,0.001,0.002,16549.0,5244.0,1.0
"beta_sin[Davis, Jaylin]",-0.067,0.142,-0.323,0.206,0.001,0.002,15306.0,5340.0,1.0
"beta_sin[Joseph, Corban]",-0.101,0.153,-0.382,0.193,0.001,0.002,15647.0,5701.0,1.0
"beta_sin[Goins, Ryan]",-0.095,0.15,-0.376,0.19,0.001,0.002,16223.0,6073.0,1.0
"beta_sin[Wong, Kean]",-0.104,0.155,-0.409,0.177,0.001,0.002,14868.0,4477.0,1.0
"beta_sin[Nola, Austin]",-0.093,0.153,-0.371,0.206,0.001,0.002,18084.0,5478.0,1.0
"beta_sin[Davis, Chris]",-0.106,0.153,-0.4,0.173,0.001,0.002,15778.0,5505.0,1.0
"beta_sin[Reed, Michael]",-0.109,0.151,-0.394,0.178,0.001,0.002,15809.0,5500.0,1.0
"beta_sin[Cameron, Daz]",-0.254,0.148,-0.523,0.031,0.001,0.002,16250.0,5904.0,1.0
"beta_sin[Walsh, Jared]",-0.108,0.153,-0.412,0.171,0.001,0.002,19739.0,5283.0,1.0
"beta_sin[McKinstry, Zach]",-0.119,0.152,-0.405,0.161,0.001,0.002,16711.0,5646.0,1.0
"beta_sin[Hernandez, Yadiel]",-0.108,0.153,-0.398,0.178,0.001,0.002,15710.0,5763.0,1.0
"beta_sin[Alfaro, Jorge]",-0.113,0.15,-0.39,0.17,0.001,0.002,15798.0,5568.0,1.0
"beta_sin[Sánchez, Jesús]",-0.09,0.148,-0.37,0.186,0.001,0.002,15065.0,5658.0,1.0
"beta_dist[Gonzalez, Marwin]",1.984,0.271,1.453,2.472,0.002,0.003,12062.0,6537.0,1.0
"beta_dist[Gardner, Brett]",1.928,0.203,1.55,2.317,0.002,0.002,12080.0,6859.0,1.0
"beta_dist[Hernández, Enrique]",2.013,0.306,1.443,2.583,0.003,0.003,13370.0,6440.0,1.0
"beta_dist[Schwarber, Kyle]",1.86,0.227,1.43,2.288,0.002,0.002,11976.0,5879.0,1.0
"beta_dist[Jay, Jon]",1.557,0.242,1.085,1.999,0.002,0.003,13824.0,6159.0,1.0
"beta_dist[Ethier, Andre]",1.665,0.44,0.854,2.483,0.004,0.006,15662.0,5241.0,1.0
"beta_dist[Maybin, Cameron]",1.879,0.213,1.478,2.28,0.002,0.002,12014.0,6619.0,1.0
"beta_dist[Werth, Jayson]",1.577,0.359,0.903,2.251,0.003,0.005,14761.0,5963.0,1.0
"beta_dist[Zobrist, Ben]",1.868,0.289,1.329,2.402,0.002,0.003,14569.0,7140.0,1.0
"beta_dist[Kendrick, Howie]",1.741,0.337,1.105,2.339,0.003,0.004,17212.0,6556.0,1.0
"beta_dist[Jackson, Austin]",1.537,0.282,1.002,2.071,0.003,0.003,11310.0,7100.0,1.0
"beta_dist[Peralta, David]",1.819,0.204,1.446,2.213,0.002,0.002,12026.0,6778.0,1.0
"beta_dist[Benintendi, Andrew]",1.563,0.188,1.209,1.916,0.002,0.002,11421.0,6389.0,1.0
"beta_dist[Chisenhall, Lonnie]",1.642,0.36,0.972,2.318,0.003,0.004,14407.0,5772.0,1.0
"beta_dist[Duvall, Adam]",1.596,0.224,1.167,2.006,0.002,0.002,13836.0,6448.0,1.0
"beta_dist[Liriano, Rymer]",1.609,0.444,0.778,2.439,0.004,0.006,16092.0,5844.0,1.0
"beta_dist[Dickerson, Corey]",1.554,0.209,1.167,1.952,0.002,0.002,12618.0,6756.0,1.0
"beta_dist[Mancini, Trey]",2.02,0.229,1.574,2.433,0.002,0.002,11709.0,7024.0,1.0
"beta_dist[Peterson, Jace]",1.611,0.323,1.009,2.211,0.003,0.004,14040.0,5428.0,1.0
"beta_dist[Suzuki, Ichiro]",1.67,0.377,0.978,2.385,0.003,0.005,17872.0,5615.0,1.0
"beta_dist[Dietrich, Derek]",2.022,0.335,1.423,2.679,0.003,0.004,14655.0,7030.0,1.0
"beta_dist[Gordon, Alex]",1.576,0.19,1.227,1.936,0.002,0.002,11545.0,7247.0,1.0
"beta_dist[Happ, Ian]",1.524,0.279,1.009,2.05,0.003,0.003,11425.0,7062.0,1.0
"beta_dist[Granderson, Curtis]",2.26,0.249,1.8,2.726,0.002,0.003,13456.0,6655.0,1.0
"beta_dist[Parra, Gerardo]",1.779,0.227,1.367,2.219,0.002,0.003,12313.0,6211.0,1.0
"beta_dist[Rosario, Eddie]",2.327,0.209,1.921,2.713,0.002,0.002,12812.0,7076.0,1.0
"beta_dist[Frazier, Clint]",1.394,0.281,0.856,1.918,0.002,0.003,14512.0,5960.0,1.0
"beta_dist[Carrera, Ezequiel]",2.204,0.265,1.718,2.711,0.003,0.003,10666.0,5974.0,1.0
"beta_dist[Gamel, Ben]",1.734,0.217,1.323,2.137,0.002,0.002,12486.0,6429.0,1.0
"beta_dist[Upton, Justin]",1.819,0.209,1.426,2.201,0.002,0.002,11354.0,6681.0,1.0
"beta_dist[Blash, Jabari]",1.674,0.354,1.027,2.359,0.003,0.004,15128.0,5683.0,1.0
"beta_dist[Parker, Jarrett]",1.945,0.362,1.287,2.652,0.003,0.004,12745.0,6209.0,1.0
"beta_dist[Marte, Starling]",1.421,0.189,1.068,1.769,0.002,0.002,11834.0,6781.0,1.0
"beta_dist[Davis, Khris]",1.736,0.281,1.182,2.238,0.003,0.003,12355.0,6848.0,1.0
"beta_dist[Calhoun, Willie]",2.157,0.304,1.594,2.736,0.003,0.004,12809.0,6361.0,1.0
"beta_dist[Hicks, Aaron]",1.465,0.222,1.024,1.852,0.002,0.002,10738.0,6148.0,1.0
"beta_dist[Pederson, Joc]",1.836,0.239,1.399,2.302,0.002,0.002,13240.0,6629.0,1.0
"beta_dist[Reddick, Josh]",1.776,0.204,1.415,2.184,0.002,0.002,11385.0,6056.0,1.0
"beta_dist[Locastro, Tim]",1.872,0.317,1.26,2.455,0.003,0.004,13946.0,5835.0,1.0
"beta_dist[Verdugo, Alex]",1.97,0.28,1.466,2.504,0.003,0.003,12439.0,6296.0,1.0
"beta_dist[Davis, Rajai]",1.445,0.312,0.852,2.037,0.003,0.004,14020.0,6899.0,1.0
"beta_dist[White, Tyler]",1.649,0.461,0.799,2.541,0.004,0.006,16646.0,5646.0,1.0
"beta_dist[Adrianza, Ehire]",1.752,0.394,1.034,2.514,0.003,0.005,15702.0,6384.0,1.0
"beta_dist[Presley, Alex]",1.759,0.347,1.107,2.422,0.003,0.004,12272.0,6411.0,1.0
"beta_dist[Luplow, Jordan]",1.869,0.282,1.334,2.392,0.002,0.003,13164.0,6159.0,1.0
"beta_dist[Herrmann, Chris]",1.744,0.371,1.046,2.439,0.003,0.005,15886.0,5845.0,1.0
"beta_dist[Spangenberg, Cory]",1.979,0.405,1.213,2.723,0.003,0.005,18007.0,6597.0,1.0
"beta_dist[Jankowski, Travis]",1.635,0.296,1.092,2.196,0.003,0.003,13874.0,6831.0,1.0
"beta_dist[Rua, Ryan]",2.176,0.354,1.524,2.848,0.003,0.004,15858.0,6069.0,1.0
"beta_dist[Nimmo, Brandon]",1.587,0.244,1.143,2.058,0.002,0.003,12820.0,6221.0,1.0
"beta_dist[Altherr, Aaron]",1.816,0.257,1.306,2.276,0.002,0.003,12259.0,6482.0,1.0
"beta_dist[Braun, Ryan]",2.186,0.257,1.716,2.67,0.002,0.003,12132.0,6743.0,1.0
"beta_dist[Grichuk, Randal]",1.557,0.198,1.178,1.919,0.002,0.002,12136.0,6997.0,1.0
"beta_dist[Romine, Andrew]",1.808,0.336,1.184,2.435,0.003,0.004,14404.0,6352.0,1.0
"beta_dist[Delmonico, Nicky]",1.506,0.303,0.934,2.078,0.002,0.004,15130.0,6233.0,1.0
"beta_dist[Puello, César]",2.18,0.334,1.564,2.812,0.003,0.004,13272.0,6203.0,1.0
"beta_dist[Moore, Tyler]",1.773,0.47,0.911,2.67,0.004,0.006,17167.0,5503.0,1.0
"beta_dist[Johnson, Micah]",1.644,0.469,0.777,2.539,0.004,0.007,15841.0,5305.0,1.0
"beta_dist[Canha, Mark]",1.449,0.234,1.006,1.883,0.002,0.003,13477.0,6971.0,1.0
"beta_dist[Pham, Tommy]",1.884,0.224,1.449,2.291,0.002,0.002,13256.0,7107.0,1.0
"beta_dist[Tauchman, Mike]",1.866,0.306,1.295,2.441,0.003,0.003,13978.0,6212.0,1.0
"beta_dist[Fisher, Derek]",1.997,0.298,1.446,2.563,0.003,0.003,13982.0,6583.0,1.0
"beta_dist[Desmond, Ian]",2.361,0.28,1.874,2.915,0.003,0.003,10765.0,6649.0,1.0
"beta_dist[Aoki, Norichika]",2.031,0.322,1.416,2.628,0.003,0.004,14653.0,6808.0,1.0
"beta_dist[Sierra, Magneuris]",1.719,0.299,1.145,2.265,0.003,0.003,13115.0,6659.0,1.0
"beta_dist[Thames, Eric]",2.08,0.364,1.389,2.738,0.003,0.004,17010.0,6728.0,1.0
"beta_dist[De Aza, Alejandro]",1.632,0.441,0.798,2.438,0.003,0.005,17398.0,6039.0,1.0
"beta_dist[Almonte, Abraham]",1.728,0.315,1.143,2.318,0.003,0.003,14961.0,6467.0,1.0
"beta_dist[Gimenez, Chris]",1.612,0.47,0.758,2.52,0.004,0.006,16339.0,5066.0,1.0
"beta_dist[Garver, Mitch]",1.703,0.484,0.841,2.665,0.004,0.007,14829.0,4648.0,1.0
"beta_dist[Revere, Ben]",2.195,0.336,1.581,2.85,0.003,0.004,14455.0,6490.0,1.0
