,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_speed[Núñez, Renato]",-18.631,2.227,-22.765,-14.296,0.018,0.03,15028.0,5601.0,1.0
"beta_speed[Guyer, Brandon]",-20.066,1.603,-23.087,-17.073,0.014,0.018,13382.0,5960.0,1.0
"beta_speed[Pirela, José]",-18.219,1.602,-21.196,-15.157,0.014,0.019,13150.0,6571.0,1.0
"beta_speed[Kim, Hyun Soo]",-18.727,1.717,-22.044,-15.605,0.015,0.02,13335.0,6096.0,1.0
"beta_speed[Berry, Quintin]",-19.654,2.521,-24.29,-14.692,0.019,0.034,17169.0,5412.0,1.0
"beta_speed[Phillips, Brett]",-19.236,1.561,-22.178,-16.324,0.014,0.017,11738.0,6522.0,1.0
"beta_speed[Hanson, Alen]",-19.529,1.851,-23.016,-16.049,0.015,0.022,15271.0,6275.0,1.0
"beta_speed[Bryant, Kris]",-20.846,1.827,-24.256,-17.515,0.016,0.021,12974.0,6121.0,1.0
"beta_speed[Adams, Matt]",-19.516,2.004,-23.3,-15.794,0.016,0.024,15897.0,5764.0,1.0
"beta_speed[Tapia, Raimel]",-20.277,1.475,-23.269,-17.684,0.013,0.018,12284.0,5506.0,1.0
"beta_speed[Bostick, Christopher]",-19.523,2.434,-24.224,-15.067,0.019,0.032,15864.0,5698.0,1.0
"beta_speed[Wade, Tyler]",-19.681,2.069,-23.66,-15.917,0.016,0.023,17313.0,6542.0,1.0
"beta_speed[Fuentes, Rey]",-19.96,2.044,-23.754,-16.123,0.017,0.023,13987.0,6198.0,1.0
"beta_speed[Pearce, Steve]",-19.856,1.597,-22.807,-16.809,0.013,0.019,14210.0,5916.0,1.0
"beta_speed[Dickson, O'Koyea]",-19.316,2.36,-23.794,-14.993,0.019,0.029,15206.0,6262.0,1.0
"beta_speed[Pérez, Hernán]",-20.471,1.617,-23.407,-17.341,0.014,0.018,13953.0,6857.0,1.0
"beta_speed[Reynolds, Matt]",-19.453,2.231,-23.874,-15.405,0.019,0.027,14222.0,5739.0,1.0
"beta_speed[Forsythe, Logan]",-19.075,2.451,-23.591,-14.348,0.018,0.035,19416.0,5725.0,1.0
"beta_speed[Heredia, Guillermo]",-20.502,1.245,-22.848,-18.186,0.011,0.015,13245.0,6056.0,1.0
"beta_speed[Holt, Brock]",-18.722,1.782,-22.079,-15.429,0.016,0.02,13168.0,5906.0,1.0
"beta_speed[Reyes, José]",-18.914,2.508,-23.701,-14.376,0.019,0.036,16818.0,5487.0,1.0
"beta_speed[Nava, Daniel]",-20.527,1.844,-23.952,-17.061,0.015,0.023,15858.0,5917.0,1.0
"beta_speed[García, Leury]",-17.894,1.243,-20.253,-15.562,0.011,0.014,13351.0,6307.0,1.0
"beta_speed[Gallo, Joey]",-20.644,1.319,-23.014,-18.057,0.011,0.017,13833.0,5649.0,1.0
"beta_speed[Moss, Brandon]",-19.581,2.349,-23.857,-15.043,0.019,0.031,16069.0,5044.0,1.0
"beta_speed[Martínez, José A.]",-19.192,1.394,-21.747,-16.519,0.012,0.017,12536.0,5667.0,1.0
"beta_speed[Valaika, Pat]",-20.135,2.287,-24.501,-15.948,0.018,0.027,15559.0,6235.0,1.0
"beta_speed[Frazier, Adam]",-20.241,1.611,-23.306,-17.298,0.013,0.02,14367.0,6200.0,1.0
"beta_speed[Cespedes, Yoenis]",-20.134,1.54,-23.031,-17.243,0.014,0.019,12502.0,5795.0,1.0
"beta_speed[Rodríguez, Sean]",-20.768,1.983,-24.57,-17.114,0.018,0.021,12303.0,6947.0,1.0
"beta_speed[Florimón, Pedro]",-20.303,2.313,-24.807,-16.129,0.019,0.028,14684.0,5875.0,1.0
"beta_speed[Gentry, Craig]",-19.851,1.651,-22.998,-16.848,0.015,0.017,11585.0,6542.0,1.0
"beta_speed[Smith, Seth]",-19.131,1.657,-22.276,-16.078,0.014,0.02,14325.0,5851.0,1.0
"beta_speed[Santana, Danny]",-19.358,1.56,-22.388,-16.497,0.015,0.019,11149.0,5818.0,1.0
"beta_speed[Conforto, Michael]",-18.701,1.006,-20.584,-16.823,0.009,0.012,12415.0,6233.0,1.0
"beta_speed[Amarista, Alexi]",-18.035,2.205,-22.381,-14.103,0.018,0.029,15078.0,5793.0,1.0
"beta_speed[Tomlinson, Kelby]",-18.503,2.15,-22.661,-14.646,0.017,0.025,16943.0,6362.0,1.0
"beta_speed[Taylor, Chris]",-19.548,1.304,-21.862,-16.973,0.011,0.017,14167.0,6082.0,1.0
"beta_speed[Descalso, Daniel]",-20.069,2.047,-23.939,-16.275,0.017,0.024,14332.0,6195.0,1.0
"beta_speed[Gennett, Scooter]",-18.634,2.08,-22.612,-14.744,0.017,0.025,14205.0,6042.0,1.0
"beta_speed[Stevenson, Andrew]",-22.096,2.039,-26.288,-18.516,0.018,0.023,13227.0,6141.0,1.0
"beta_speed[Brantley, Michael]",-20.919,1.23,-23.192,-18.645,0.011,0.014,13261.0,6140.0,1.0
"beta_speed[Perkins, Cameron]",-20.223,2.037,-24.019,-16.412,0.017,0.022,13976.0,6694.0,1.0
"beta_speed[Robinson, Shane]",-17.694,1.973,-21.462,-14.114,0.017,0.021,13828.0,6670.0,1.0
"beta_speed[Contreras, Willson]",-19.252,2.388,-23.63,-14.622,0.019,0.03,16416.0,6282.0,1.0
"beta_speed[Williams, Nick]",-17.727,1.335,-20.251,-15.2,0.011,0.016,14858.0,6157.0,1.0
"beta_speed[Pinder, Chad]",-20.679,1.469,-23.391,-17.865,0.013,0.018,13103.0,6171.0,1.0
"beta_speed[Beltrán, Carlos]",-19.672,2.324,-24.007,-15.236,0.019,0.03,15238.0,5381.0,1.0
"beta_speed[Goodwin, Brian]",-18.901,1.214,-21.193,-16.646,0.011,0.015,13010.0,6096.0,1.0
"beta_speed[Difo, Wilmer]",-19.102,2.336,-23.215,-14.549,0.019,0.027,14419.0,6073.0,1.0
"beta_speed[Alcántara, Arismendy]",-20.568,2.209,-24.832,-16.63,0.018,0.026,14573.0,6413.0,1.0
"beta_speed[Heisey, Chris]",-20.042,2.128,-23.868,-15.941,0.018,0.024,13734.0,6117.0,1.0
"beta_speed[Cordero, Franchy]",-18.631,1.662,-21.96,-15.67,0.015,0.02,13053.0,6245.0,1.0
"beta_speed[Thompson, Trayce]",-16.552,1.651,-19.586,-13.413,0.014,0.018,13480.0,6651.0,1.0
"beta_speed[Raburn, Ryan]",-18.187,2.064,-21.976,-14.364,0.016,0.025,15736.0,5894.0,1.0
"beta_speed[Peterson, Shane]",-19.009,1.992,-22.561,-15.057,0.016,0.023,15268.0,5949.0,1.0
"beta_speed[Grossman, Robbie]",-21.836,1.312,-24.331,-19.441,0.012,0.016,12211.0,5951.0,1.0
"beta_speed[Jaso, John]",-19.096,1.749,-22.459,-15.925,0.015,0.02,13733.0,6366.0,1.0
"beta_speed[Córdoba, Allen]",-19.296,1.924,-22.936,-15.775,0.017,0.021,13532.0,6421.0,1.0
"beta_speed[Merrifield, Whit]",-19.207,1.37,-21.789,-16.661,0.012,0.017,13072.0,5616.0,1.0
"beta_speed[Soler, Jorge]",-18.47,1.375,-21.188,-16.042,0.012,0.016,13115.0,6074.0,1.0
"beta_speed[Harrison, Josh]",-19.471,2.124,-23.502,-15.47,0.017,0.026,15503.0,5601.0,1.0
"beta_speed[Young Jr., Eric]",-18.016,1.542,-21.05,-15.216,0.013,0.018,13556.0,6971.0,1.0
"beta_speed[Rivera, T.J.]",-19.451,2.512,-24.142,-14.594,0.017,0.036,21232.0,4939.0,1.0
"beta_speed[Osuna, José]",-19.314,1.625,-22.331,-16.277,0.013,0.02,14977.0,5791.0,1.0
"beta_speed[den Dekker, Matthew]",-19.592,2.182,-23.657,-15.552,0.018,0.026,14877.0,6021.0,1.0
"beta_speed[Jones, Ryder]",-19.011,2.538,-24.017,-14.474,0.019,0.035,17350.0,5111.0,1.0
"beta_speed[Refsnyder, Rob]",-18.654,1.913,-22.175,-15.041,0.016,0.024,14607.0,6186.0,1.0
"beta_speed[Smith Jr., Dwight]",-18.789,1.419,-21.449,-16.13,0.012,0.017,14532.0,6070.0,1.0
"beta_speed[Robertson, Daniel]",-18.966,2.019,-22.74,-15.066,0.017,0.024,13865.0,5878.0,1.0
"beta_speed[Franklin, Nick]",-18.96,2.094,-22.87,-14.957,0.017,0.026,15399.0,6289.0,1.0
"beta_speed[Gutierrez, Franklin]",-19.082,2.234,-23.188,-14.777,0.018,0.029,14574.0,6338.0,1.0
"beta_speed[Brinson, Lewis]",-17.941,1.284,-20.237,-15.421,0.013,0.015,10219.0,6291.0,1.0
"beta_speed[Vogt, Stephen]",-19.687,2.239,-23.92,-15.498,0.019,0.027,13568.0,6400.0,1.0
"beta_speed[Belt, Brandon]",-19.189,1.849,-22.669,-15.782,0.016,0.021,14209.0,6563.0,1.0
"beta_speed[González, Erik]",-18.528,2.313,-22.816,-14.206,0.018,0.032,16532.0,5880.0,1.0
"beta_speed[Brugman, Jaycob]",-19.051,1.864,-22.538,-15.546,0.016,0.021,13580.0,5962.0,1.0
"beta_speed[Kelly, Ty]",-18.547,2.254,-22.865,-14.384,0.018,0.028,15617.0,5948.0,1.0
"beta_speed[Gyorko, Jedd]",-19.17,2.522,-23.73,-14.345,0.019,0.032,17446.0,5935.0,1.0
"beta_speed[Hazelbaker, Jeremy]",-20.624,2.267,-24.89,-16.371,0.019,0.028,14063.0,6044.0,1.0
"beta_speed[Rasmus, Colby]",-17.715,1.732,-20.908,-14.442,0.014,0.019,15196.0,6448.0,1.0
"beta_speed[Camargo, Johan]",-19.766,2.115,-23.601,-15.747,0.018,0.024,14428.0,6317.0,1.0
"beta_speed[Calixte, Orlando]",-19.903,2.185,-24.033,-15.816,0.019,0.025,13730.0,6433.0,1.0
"beta_speed[Barney, Darwin]",-19.467,2.497,-24.272,-14.828,0.019,0.034,17375.0,5137.0,1.0
"beta_speed[Coghlan, Chris]",-17.836,2.212,-22.06,-13.711,0.019,0.027,14208.0,6005.0,1.0
"beta_speed[Powell, Boog]",-21.94,2.087,-26.224,-18.367,0.018,0.024,13892.0,6155.0,1.0
"beta_speed[Martinez, Michael]",-19.461,2.454,-23.963,-14.835,0.018,0.03,18250.0,5964.0,1.0
"beta_speed[Eibner, Brett]",-19.48,2.239,-23.737,-15.358,0.019,0.025,14648.0,6009.0,1.0
"beta_speed[Tomás, Yasmany]",-18.66,1.919,-22.223,-15.147,0.016,0.021,13978.0,6428.0,1.0
"beta_speed[Núñez, Eduardo]",-18.062,1.806,-21.513,-14.809,0.015,0.02,13689.0,6518.0,1.0
"beta_speed[Owings, Chris]",-16.947,1.507,-19.776,-14.115,0.014,0.018,12282.0,6100.0,1.0
"beta_speed[Marte, Jefry]",-18.728,2.432,-23.363,-14.174,0.018,0.033,17479.0,5491.0,1.0
"beta_speed[Ortiz, Danny]",-18.6,2.281,-22.903,-14.398,0.018,0.026,15793.0,6556.0,1.0
"beta_speed[Bonifacio, Jorge]",-19.258,1.313,-21.583,-16.702,0.011,0.016,14599.0,6667.0,1.0
"beta_speed[Escobar, Eduardo]",-17.579,2.396,-22.202,-13.324,0.018,0.03,17696.0,6300.0,1.0
"beta_speed[Ceciliani, Darrell]",-19.244,2.439,-23.817,-14.693,0.019,0.033,16868.0,5171.0,1.0
"beta_speed[Morse, Michael]",-17.914,2.465,-22.446,-13.249,0.02,0.036,14805.0,4818.0,1.0
"beta_speed[Ruggiano, Justin]",-17.694,1.901,-21.116,-14.034,0.016,0.021,14511.0,6616.0,1.0
"beta_speed[Alford, Anthony]",-20.136,2.014,-23.887,-16.35,0.017,0.022,13778.0,6985.0,1.0
"beta_speed[Sogard, Eric]",-20.204,2.351,-24.44,-15.687,0.018,0.031,16880.0,5606.0,1.0
"beta_speed[Marisnick, Jake]",-19.181,1.411,-21.716,-16.381,0.013,0.018,12579.0,6182.0,1.0
"beta_speed[Van Slyke, Scott]",-19.387,2.38,-23.96,-15.074,0.02,0.03,14045.0,5836.0,1.0
"beta_speed[Díaz, Yandy]",-19.736,2.495,-24.208,-14.852,0.019,0.035,16808.0,5348.0,1.0
"beta_speed[Toles, Andrew]",-19.826,1.998,-23.58,-16.075,0.017,0.022,13197.0,6458.0,1.0
"beta_speed[Polanco, Gregory]",-19.574,1.18,-21.837,-17.389,0.011,0.013,12470.0,6619.0,1.0
"beta_speed[Stassi, Brock]",-19.077,2.557,-23.997,-14.501,0.021,0.035,14369.0,5565.0,1.0
"beta_speed[Díaz, Aledmys]",-19.304,2.351,-23.648,-14.881,0.018,0.032,17859.0,5290.0,1.0
"beta_speed[Decker, Jaff]",-20.805,2.282,-25.095,-16.641,0.018,0.027,15966.0,6520.0,1.0
"beta_speed[Flaherty, Ryan]",-19.238,2.411,-24.089,-14.979,0.017,0.034,19285.0,5558.0,1.0
"beta_speed[Profar, Jurickson]",-18.151,1.756,-21.546,-14.925,0.015,0.019,14531.0,6382.0,1.0
"beta_speed[Eaton, Adam]",-18.4,1.084,-20.491,-16.415,0.009,0.012,13065.0,6205.0,1.0
"beta_speed[Marrero, Chris]",-20.422,2.354,-24.757,-15.822,0.019,0.03,15323.0,5219.0,1.0
"beta_speed[May, Jacob]",-19.667,2.249,-23.774,-15.372,0.017,0.028,17433.0,5887.0,1.0
"beta_speed[Dyson, Jarrod]",-19.934,1.284,-22.324,-17.508,0.011,0.014,12785.0,6316.0,1.0
"beta_speed[Bonifácio, Emilio]",-19.191,2.248,-23.358,-14.984,0.017,0.027,17938.0,6237.0,1.0
"beta_speed[Hill, Aaron]",-19.07,2.513,-23.73,-14.271,0.02,0.034,16048.0,5528.0,1.0
"beta_speed[Cardullo, Stephen]",-19.867,2.325,-24.235,-15.537,0.02,0.027,13966.0,5943.0,1.0
"beta_speed[d'Arnaud, Chase]",-19.174,2.511,-24.191,-14.75,0.019,0.033,16784.0,5291.0,1.0
"beta_speed[Nieuwenhuis, Kirk]",-19.343,2.383,-23.664,-14.656,0.019,0.03,15874.0,5581.0,1.0
"beta_speed[Rosales, Adam]",-18.477,2.517,-23.112,-13.783,0.019,0.035,16863.0,5883.0,1.0
"beta_speed[Soto, Juan]",-17.071,1.061,-19.12,-15.175,0.009,0.013,14701.0,6212.0,1.0
"beta_speed[Dahl, David]",-17.617,1.326,-20.029,-15.075,0.013,0.015,11102.0,5988.0,1.0
"beta_speed[McKinney, Billy]",-19.429,1.65,-22.55,-16.321,0.014,0.019,13822.0,6329.0,1.0
"beta_speed[O'Neill, Tyler]",-20.048,1.561,-23.035,-17.18,0.014,0.019,12031.0,5600.0,1.0
"beta_speed[Reyes, Pablo]",-17.844,1.787,-21.102,-14.451,0.016,0.02,12956.0,6553.0,1.0
"beta_speed[Schebler, Scott]",-21.053,1.34,-23.673,-18.633,0.012,0.016,13263.0,6056.0,1.0
"beta_speed[Martini, Nick]",-21.196,1.757,-24.407,-17.793,0.016,0.022,12512.0,6016.0,1.0
"beta_speed[Galloway, Isaac]",-20.28,1.97,-23.95,-16.507,0.016,0.021,14683.0,6150.0,1.0
"beta_speed[Martinez, J.D.]",-19.489,1.33,-22.024,-16.973,0.011,0.017,13599.0,5257.0,1.0
"beta_speed[Stewart, DJ]",-19.817,1.64,-22.871,-16.726,0.013,0.02,15410.0,5902.0,1.0
"beta_speed[Tucker, Kyle]",-20.152,1.636,-23.231,-17.155,0.014,0.019,14384.0,6384.0,1.0
"beta_speed[Cozens, Dylan]",-17.29,2.025,-21.19,-13.572,0.017,0.024,13851.0,6369.0,1.0
"beta_speed[Acuña Jr., Ronald]",-18.826,1.168,-21.087,-16.726,0.01,0.013,13079.0,6549.0,1.0
"beta_speed[Herrera, Odúbel]",-16.864,1.115,-18.893,-14.752,0.01,0.014,12695.0,5916.0,1.0
"beta_speed[Renfroe, Hunter]",-20.514,1.21,-22.841,-18.326,0.011,0.016,12964.0,5717.0,1.0
"beta_speed[McCutchen, Andrew]",-19.536,1.114,-21.726,-17.497,0.01,0.013,13006.0,5868.0,1.0
"beta_speed[Yelich, Christian]",-20.349,1.065,-22.386,-18.395,0.01,0.012,11465.0,6274.0,1.0
"beta_speed[Holliday, Matt]",-17.845,2.104,-21.927,-14.035,0.018,0.026,13922.0,6155.0,1.0
"beta_speed[Smith, Dominic]",-18.928,1.689,-22.198,-15.858,0.014,0.021,14982.0,5846.0,1.0
"beta_speed[Dean, Austin]",-19.1,1.618,-21.99,-15.95,0.013,0.02,14749.0,6400.0,1.0
"beta_speed[Tocci, Carlos]",-19.864,1.779,-23.042,-16.4,0.015,0.019,14630.0,6741.0,1.0
"beta_speed[Fowler, Dustin]",-19.324,1.815,-22.526,-15.7,0.015,0.019,14031.0,6780.0,1.0
"beta_speed[Shaw, Chris]",-19.887,2.231,-24.078,-15.656,0.018,0.027,15135.0,5975.0,1.0
"beta_speed[Span, Denard]",-20.205,1.31,-22.7,-17.767,0.012,0.015,12593.0,6278.0,1.0
"beta_speed[Swihart, Blake]",-17.914,1.819,-21.254,-14.562,0.015,0.021,14288.0,6162.0,1.0
"beta_speed[Field, Johnny]",-19.9,1.718,-23.144,-16.781,0.015,0.021,12676.0,6589.0,1.0
"beta_speed[Palka, Daniel]",0.129,0.068,0.006,0.265,0.001,0.001,8302.0,6087.0,1.0
"beta_speed[Davis, Jonathan]",-18.091,1.784,-21.467,-14.747,0.016,0.021,13041.0,6025.0,1.0
"beta_speed[Choo, Shin-Soo]",-20.266,1.266,-22.685,-17.931,0.011,0.016,12813.0,5722.0,1.0
"beta_speed[Herrera, Dilson]",-18.32,2.063,-22.251,-14.456,0.018,0.024,13046.0,6026.0,1.0
"beta_speed[Reyes, Victor]",-19.382,1.416,-22.041,-16.744,0.013,0.016,11732.0,5870.0,1.0
"beta_speed[Stanton, Giancarlo]",-21.085,1.365,-23.59,-18.499,0.012,0.016,12827.0,6337.0,1.0
"beta_speed[Stewart, Christin]",-20.06,1.509,-22.911,-17.284,0.013,0.018,13770.0,6096.0,1.0
"beta_speed[Travis, Sam]",-19.44,1.966,-23.109,-15.71,0.017,0.022,13406.0,6307.0,1.0
"beta_speed[Jones, Adam]",-22.264,1.196,-24.535,-20.035,0.011,0.014,11262.0,5692.0,1.0
"beta_speed[Meadows, Austin]",-19.289,1.474,-22.132,-16.597,0.013,0.017,11965.0,5748.0,1.0
"beta_speed[Hermosillo, Michael]",-19.208,1.823,-22.916,-15.991,0.015,0.022,13870.0,5923.0,1.0
"beta_speed[Brito, Sócrates]",-19.71,1.855,-23.401,-16.383,0.017,0.022,12513.0,6044.0,1.0
"beta_speed[García, Adolis]",-19.547,2.372,-24.08,-15.141,0.02,0.032,14653.0,5043.0,1.0
"beta_speed[Robles, Victor]",-18.024,1.209,-20.281,-15.774,0.011,0.013,12148.0,6561.0,1.0
"beta_speed[LaMarre, Ryan]",-17.689,1.694,-20.88,-14.492,0.014,0.021,14396.0,6327.0,1.0
"beta_speed[Williams, Mason]",-18.538,1.723,-21.826,-15.316,0.016,0.02,12340.0,5837.0,1.0
"beta_speed[Andreoli, John]",-19.251,2.041,-23.24,-15.57,0.017,0.024,14590.0,6466.0,1.0
"beta_speed[Bauers, Jake]",-19.152,1.719,-22.722,-16.163,0.016,0.019,11515.0,6346.0,1.0
"beta_speed[Bote, David]",-19.544,2.505,-24.248,-14.82,0.02,0.034,16447.0,5372.0,1.0
"beta_speed[Davis, J.D.]",-18.17,1.543,-21.04,-15.365,0.012,0.018,15639.0,6313.0,1.0
"beta_speed[Pence, Hunter]",-14.641,1.049,-16.626,-12.646,0.009,0.012,14268.0,6509.0,1.0
"beta_speed[Reinheimer, Jack]",-17.827,2.285,-21.954,-13.388,0.02,0.029,12575.0,5961.0,1.0
"beta_speed[Ortega, Rafael]",-18.709,1.677,-21.759,-15.479,0.014,0.021,15033.0,6310.0,1.0
"beta_speed[Lowe, Brandon]",-20.059,1.98,-23.777,-16.353,0.017,0.021,13890.0,6504.0,1.0
"beta_speed[Cowart, Kaleb]",-19.386,2.387,-24.083,-15.057,0.019,0.03,16198.0,5799.0,1.0
"beta_speed[O'Hearn, Ryan]",-18.953,2.507,-23.616,-14.127,0.019,0.035,17596.0,5477.0,1.0
"beta_speed[Bautista, José]",-18.155,1.266,-20.405,-15.636,0.012,0.015,11457.0,5988.0,1.0
"beta_speed[Quinn, Roman]",-19.683,1.625,-22.808,-16.785,0.014,0.02,13309.0,5864.0,1.0
"beta_speed[Muñoz, Yairo]",-20.222,1.859,-23.699,-16.659,0.016,0.022,13799.0,5656.0,1.0
"beta_speed[Goodrum, Niko]",-17.366,1.612,-20.401,-14.297,0.014,0.021,13297.0,5303.0,1.0
"beta_speed[Myers, Wil]",-21.02,1.417,-23.726,-18.398,0.013,0.017,12423.0,6000.0,1.0
"beta_speed[Tucker, Preston]",-19.393,1.852,-22.821,-15.897,0.016,0.02,13610.0,6518.0,1.0
"beta_speed[Gerber, Mike]",-20.208,2.105,-24.258,-16.422,0.018,0.024,14009.0,6520.0,1.0
"beta_speed[Cave, Jake]",-19.24,1.443,-21.883,-16.511,0.012,0.017,14592.0,5727.0,1.0
"beta_speed[Dixon, Brandon]",-20.838,2.016,-24.715,-17.191,0.018,0.024,12578.0,6077.0,1.0
"beta_speed[Culberson, Charlie]",-18.764,1.733,-22.006,-15.451,0.015,0.021,13427.0,6402.0,1.0
"beta_speed[Sweeney, Darnell]",-19.219,2.479,-23.819,-14.461,0.02,0.032,15914.0,5393.0,1.0
"beta_speed[Wendle, Joey]",-18.988,2.099,-22.837,-15.047,0.017,0.024,14754.0,6306.0,1.0
"beta_speed[Rivera, Yadiel]",-18.964,2.157,-23.019,-14.981,0.017,0.027,15587.0,5734.0,1.0
"beta_speed[Cuevas, Noel]",-19.364,1.948,-22.92,-15.545,0.017,0.022,13280.0,6280.0,1.0
"beta_speed[Jones, JaCoby]",-20.049,1.278,-22.433,-17.644,0.012,0.014,11476.0,6608.0,1.0
"beta_speed[Cooper, Garrett]",-19.236,1.864,-22.636,-15.666,0.016,0.02,13951.0,6326.0,1.0
"beta_speed[Shuck, JB]",-17.566,1.689,-20.689,-14.366,0.014,0.019,14224.0,6498.0,1.0
"beta_speed[Walker, Christian]",-19.24,2.487,-23.666,-14.3,0.02,0.032,16289.0,5080.0,1.0
"beta_speed[Tilson, Charlie]",-16.208,1.449,-18.992,-13.549,0.013,0.018,13386.0,6092.0,1.0
"beta_speed[Astudillo, Willians]",-18.81,2.213,-23.079,-14.783,0.018,0.027,15003.0,6514.0,1.0
"beta_speed[Valentín, Jesmuel]",-18.842,2.439,-23.404,-14.268,0.018,0.033,17937.0,5747.0,1.0
"beta_speed[Martin, Russell]",-18.53,2.406,-23.032,-14.089,0.019,0.03,15913.0,6026.0,1.0
"beta_speed[Markakis, Nick]",-21.139,1.097,-23.29,-19.179,0.009,0.014,13796.0,5206.0,1.0
"beta_speed[Evans, Phillip]",-19.296,2.44,-24.026,-14.858,0.02,0.032,15097.0,5618.0,1.0
"beta_speed[Muncy, Max]",-18.987,2.618,-24.06,-14.187,0.019,0.035,18020.0,5469.0,1.0
"beta_speed[Pompey, Dalton]",-18.973,2.489,-23.523,-14.199,0.02,0.035,14720.0,5637.0,1.0
"beta_speed[Herrera, Rosell]",-20.773,1.718,-23.942,-17.541,0.014,0.02,14088.0,6610.0,1.0
"beta_speed[Bautista, Rafael]",-19.708,2.301,-24.169,-15.573,0.019,0.029,14882.0,5978.0,1.0
"beta_speed[Sierra, Moisés]",-19.895,2.325,-24.419,-15.703,0.02,0.03,14081.0,6079.0,1.0
"beta_speed[Gosselin, Phil]",-17.84,2.089,-21.56,-13.825,0.018,0.024,14166.0,6622.0,1.0
"beta_speed[Orlando, Paulo]",-18.6,1.73,-22.002,-15.495,0.015,0.02,12702.0,6103.0,1.0
"beta_speed[Kingery, Scott]",-22.204,1.826,-25.849,-18.983,0.016,0.023,13571.0,6162.0,1.0
"beta_speed[Naquin, Tyler]",-19.137,1.289,-21.506,-16.668,0.011,0.016,13830.0,5943.0,1.0
"beta_speed[Almora Jr., Albert]",-18.027,1.149,-20.073,-15.734,0.011,0.014,12080.0,5530.0,1.0
"beta_speed[Lee, Braxton]",-20.051,2.378,-24.416,-15.608,0.018,0.028,16796.0,6417.0,1.0
"beta_speed[Alvarez, Yordan]",-18.462,2.135,-22.367,-14.379,0.017,0.025,15142.0,6652.0,1.0
"beta_speed[Wade Jr., LaMonte]",-19.266,1.987,-22.883,-15.41,0.017,0.023,13337.0,6047.0,1.0
"beta_speed[McBroom, Ryan]",-18.715,2.042,-22.327,-14.692,0.017,0.023,14642.0,6255.0,1.0
"beta_speed[Rojas, Josh]",-19.448,1.875,-23.006,-15.904,0.016,0.022,13116.0,6187.0,1.0
"beta_speed[Ward, Taylor]",-18.03,1.744,-21.433,-14.911,0.016,0.02,12636.0,6409.0,1.0
"beta_speed[Jiménez, Eloy]",-18.0,1.385,-20.565,-15.348,0.012,0.016,13930.0,5886.0,1.0
"beta_speed[Rodríguez, Ronny]",-19.134,2.584,-23.903,-14.274,0.018,0.035,19694.0,5829.0,1.0
"beta_speed[Lopes, Tim]",-18.965,1.737,-22.17,-15.634,0.015,0.021,13759.0,6351.0,1.0
"beta_speed[Beaty, Matt]",-20.871,2.113,-24.874,-16.928,0.018,0.024,14706.0,6141.0,1.0
"beta_speed[Elmore, Jake]",-18.002,2.104,-21.837,-13.999,0.016,0.025,16578.0,6174.0,1.0
"beta_speed[Pollock, AJ]",-18.855,1.208,-21.123,-16.628,0.011,0.015,12476.0,6242.0,1.0
"beta_speed[Miller, Brad]",-20.274,2.207,-24.389,-16.1,0.019,0.026,14198.0,6055.0,1.0
"beta_speed[García, Robel]",-17.716,2.438,-22.268,-13.194,0.019,0.033,17040.0,5491.0,1.0
"beta_speed[Dickerson, Alex]",-20.207,1.678,-23.41,-17.108,0.015,0.019,13305.0,6513.0,1.0
"beta_speed[Long Jr., Shed]",-19.29,2.055,-23.033,-15.428,0.017,0.022,14211.0,6462.0,1.0
"beta_speed[VanMeter, Josh]",-18.847,1.892,-22.539,-15.396,0.016,0.022,14411.0,6044.0,1.0
"beta_speed[Kramer, Kevin]",-18.756,2.144,-22.773,-14.717,0.017,0.025,16718.0,6326.0,1.0
"beta_speed[McNeil, Jeff]",-20.137,1.66,-23.369,-17.142,0.014,0.019,14163.0,6256.0,1.0
"beta_speed[Arraez, Luis]",-18.598,1.937,-22.148,-14.888,0.017,0.021,13112.0,6688.0,1.0
"beta_speed[Brown, Seth]",-19.576,2.15,-23.693,-15.584,0.018,0.026,15031.0,6340.0,1.0
"beta_speed[Straw, Myles]",-20.015,1.979,-23.772,-16.367,0.017,0.024,13869.0,6598.0,1.0
"beta_speed[Ramírez, Harold]",-20.815,1.603,-23.831,-17.841,0.014,0.021,12951.0,5974.0,1.0
"beta_speed[Hilliard, Sam]",-19.452,1.664,-22.57,-16.328,0.014,0.019,13236.0,6474.0,1.0
"beta_speed[Cordell, Ryan]",-19.786,1.647,-22.757,-16.596,0.014,0.018,13575.0,6846.0,1.0
"beta_speed[Yastrzemski, Mike]",-21.477,1.521,-24.328,-18.58,0.013,0.016,13435.0,6621.0,1.0
"beta_speed[Moore, Dylan]",-20.151,1.836,-23.798,-16.949,0.017,0.022,12219.0,5942.0,1.0
"beta_speed[Naylor, Josh]",-18.482,1.668,-21.642,-15.344,0.015,0.021,12328.0,5685.0,1.0
"beta_speed[Miller, Ian]",-20.479,2.222,-24.587,-16.348,0.019,0.03,14077.0,5684.0,1.0
"beta_speed[Fletcher, David]",-20.121,2.057,-23.874,-16.319,0.018,0.022,13632.0,6887.0,1.0
"beta_speed[Heineman, Scott]",-20.955,1.93,-24.678,-17.379,0.017,0.023,13461.0,5969.0,1.0
"beta_speed[Haseley, Adam]",-21.551,1.761,-24.995,-18.432,0.015,0.022,14362.0,5464.0,1.0
